,date,game_key,배민관,신정락,유경국,김지용,이창호,임찬규,송윤준,윤지웅,임정우,최성훈,이준형,소사,류제국,허프,김대현,유재유,고우석,손주영,이창율,이찬혁,신승현,이동현,장진용,차우찬,진해수,유원상,봉중근,정찬헌,최동환,여건욱
81,2017-07-13,20170713LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.6224489795918369, 2.7142857142857144, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.630252100840336, 1.2352941176470589, 2.5, 1.072072072072072]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9571428571428573, 1.2571428571428571, 2.1153846153846154, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9535714285714287, 1.2107142857142859, 4.055555555555555, 5.833333333333333]","[0, 0, 4.212, 1.308, 2.3333333333333335, 5.555555555555555]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[1, 0, 6.4799999999999995, 1.4640000000000002, 1.5333333333333334, 2.7777777777777777]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 4.32, 1.5599999999999998, 3.6666666666666665, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 4.339285714285714, 1.125, 3.75, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.040955631399317, 1.136518771331058, 6.0625, 6.511111111111111]","[0, 1, 4.068493150684931, 1.5616438356164384, 2.0, 0.5658914728682171]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5294117647058822, 1.8666666666666667, 1.0303030303030303]","[0, 0, 4.0813953488372094, 1.2209302325581395, 2.1, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]"
82,2017-07-18,20170718KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.881188118811881, 1.603960396039604, 2.7142857142857144, 0.9099099099099098]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.731707317073171, 1.2439024390243902, 2.5833333333333335, 1.0789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9571428571428573, 1.2571428571428571, 2.1153846153846154, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.224489795918368, 1.2653061224489797, 3.5, 5.764705882352941]","[0, 0, 4.212, 1.308, 2.3333333333333335, 5.555555555555555]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 6.4799999999999995, 1.4640000000000002, 1.5333333333333334, 2.7777777777777777]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.32, 1.5599999999999998, 3.6666666666666665, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 4.05, 1.15, 3.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.040955631399317, 1.136518771331058, 6.0625, 6.511111111111111]","[0, 1, 3.8076923076923075, 1.5, 2.0833333333333335, 0.5909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5420560747663545, 1.457943925233645, 2.0, 1.049019607843137]","[0, 0, 4.0813953488372094, 1.2209302325581395, 2.1, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]"
83,2017-07-19,20170719KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.8235294117647065, 1.588235294117647, 2.7142857142857144, 0.8947368421052632]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.731707317073171, 1.2439024390243902, 2.5833333333333335, 1.0789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9571428571428573, 1.2571428571428571, 2.1153846153846154, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.224489795918368, 1.2653061224489797, 3.5, 5.764705882352941]","[0, 0, 4.212, 1.308, 2.3333333333333335, 5.555555555555555]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[1, 0, 5.74468085106383, 1.425531914893617, 1.5, 2.9375]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.32, 1.5599999999999998, 3.6666666666666665, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.983606557377049, 1.180327868852459, 3.2, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.040955631399317, 1.136518771331058, 6.0625, 6.511111111111111]","[0, 1, 3.7125000000000004, 1.4625, 2.0833333333333335, 0.5925925925925927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5420560747663545, 1.457943925233645, 2.0, 1.049019607843137]","[0, 0, 4.0813953488372094, 1.2209302325581395, 2.1, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]"
84,2017-07-20,20170720KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.6571428571428575, 1.542857142857143, 2.7142857142857144, 0.8974358974358975]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.701612903225806, 1.2338709677419355, 2.6666666666666665, 1.0598290598290598]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9571428571428573, 1.2571428571428571, 2.1153846153846154, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.224489795918368, 1.2653061224489797, 3.5, 5.764705882352941]","[1, 0, 4.483018867924528, 1.358490566037736, 2.1176470588235294, 5.520833333333333]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.74468085106383, 1.425531914893617, 1.5, 2.9375]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 3.8571428571428568, 1.5, 4.333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.7384615384615385, 1.1538461538461537, 3.2, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.040955631399317, 1.136518771331058, 6.0625, 6.511111111111111]","[0, 1, 3.6666666666666665, 1.4444444444444444, 2.1666666666666665, 0.5869565217391305]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5420560747663545, 1.457943925233645, 2.0, 1.049019607843137]","[0, 1, 3.8152173913043477, 1.141304347826087, 2.3, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]"
85,2017-07-21,20170721LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.6571428571428575, 1.542857142857143, 2.7142857142857144, 0.8974358974358975]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.796875, 1.21875, 2.8333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9571428571428573, 1.2571428571428571, 2.1153846153846154, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.224489795918368, 1.2653061224489797, 3.5, 5.764705882352941]","[0, 0, 4.483018867924528, 1.358490566037736, 2.1176470588235294, 5.520833333333333]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.74468085106383, 1.425531914893617, 1.5, 2.9375]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 4.821428571428571, 1.7142857142857142, 4.333333333333333, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.7384615384615385, 1.1538461538461537, 3.2, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.068181818181818, 1.1493506493506493, 5.666666666666667, 6.416666666666667]","[0, 0, 3.6666666666666665, 1.4444444444444444, 2.1666666666666665, 0.5869565217391305]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.5277777777777777, 1.875, 1.0285714285714285]","[0, 1, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
86,2017-07-23,20170723LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.5, 1.5, 2.857142857142857, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.21875, 2.8333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.436363636363636, 1.2681818181818183, 2.107142857142857, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.117647058823529, 2.8235294117647056, 1.0, 0.5151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.224489795918368, 1.2653061224489797, 3.5, 5.764705882352941]","[0, 0, 4.483018867924528, 1.358490566037736, 2.1176470588235294, 5.520833333333333]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.74468085106383, 1.425531914893617, 1.5, 2.9375]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.821428571428571, 1.7142857142857142, 4.333333333333333, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.573529411764706, 1.102941176470588, 3.2, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.1493506493506493, 5.666666666666667, 6.416666666666667]","[0, 1, 3.6219512195121952, 1.4634146341463414, 2.1666666666666665, 0.5815602836879432]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5277777777777777, 1.875, 1.0285714285714285]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
87,2017-07-25,20170725WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.5, 2.857142857142857, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.21875, 2.8333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.2681818181818183, 2.107142857142857, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 2.55, 0.8333333333333334, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.942857142857143, 1.2095238095238094, 3.727272727272727, 5.833333333333333]","[0, 0, 4.483018867924528, 1.358490566037736, 2.1176470588235294, 5.520833333333333]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.74468085106383, 1.425531914893617, 1.5, 2.9375]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 4.5, 1.6, 5.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.573529411764706, 1.102941176470588, 3.2, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.1493506493506493, 5.666666666666667, 6.416666666666667]","[0, 0, 3.6219512195121952, 1.4634146341463414, 2.1666666666666665, 0.5815602836879432]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5277777777777777, 1.875, 1.0285714285714285]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
88,2017-07-26,20170726WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.5, 2.857142857142857, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.21875, 2.8333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.2681818181818183, 2.107142857142857, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.55, 0.8333333333333334, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.942857142857143, 1.2095238095238094, 3.727272727272727, 5.833333333333333]","[0, 0, 4.483018867924528, 1.358490566037736, 2.1176470588235294, 5.520833333333333]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[1, 0, 5.23125, 1.3875, 1.4, 3.1372549019607843]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.5, 1.6, 5.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.573529411764706, 1.102941176470588, 3.2, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.1493506493506493, 5.666666666666667, 6.416666666666667]","[0, 1, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 0.5972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.864864864864865, 1.5135135135135136, 1.9375, 1.0277777777777777]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
89,2017-07-27,20170727WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.697247706422019, 1.5688073394495412, 2.857142857142857, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.21875, 2.8333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.2681818181818183, 2.107142857142857, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5600000000000005, 2.1599999999999997, 0.8571428571428571, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.942857142857143, 1.2095238095238094, 3.727272727272727, 5.833333333333333]","[1, 0, 4.758992805755395, 1.3920863309352518, 1.9230769230769231, 5.450980392156863]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.23125, 1.3875, 1.4, 3.1372549019607843]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.5, 1.6, 5.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 4.695652173913043, 1.2173913043478262, 3.2, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.1493506493506493, 5.666666666666667, 6.416666666666667]","[0, 0, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 0.5972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.778761061946903, 1.4867256637168142, 2.0, 1.018018018018018]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
90,2017-07-28,20170728LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.594594594594595, 1.5405405405405406, 2.9285714285714284, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9461538461538463, 1.2461538461538462, 3.0, 1.056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.2681818181818183, 2.107142857142857, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.1599999999999997, 0.8571428571428571, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.942857142857143, 1.2095238095238094, 3.727272727272727, 5.833333333333333]","[0, 0, 4.758992805755395, 1.3920863309352518, 1.9230769230769231, 5.450980392156863]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.23125, 1.3875, 1.4, 3.1372549019607843]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 4.5, 1.6, 5.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.2173913043478262, 3.2, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.837837837837838, 1.0810810810810811, 5.944444444444445, 6.529411764705882]","[0, 0, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 0.5972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.778761061946903, 1.4867256637168142, 2.0, 1.018018018018018]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
91,2017-07-29,20170729LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.594594594594595, 1.5405405405405406, 2.9285714285714284, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9461538461538463, 1.2461538461538462, 3.0, 1.056910569105691]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5617021276595744, 1.2893617021276595, 2.032258064516129, 4.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.1599999999999997, 0.8571428571428571, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.942857142857143, 1.2095238095238094, 3.727272727272727, 5.833333333333333]","[0, 0, 4.758992805755395, 1.3920863309352518, 1.9230769230769231, 5.450980392156863]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.23125, 1.3875, 1.4, 3.1372549019607843]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 3.75, 1.4166666666666667, 5.666666666666667, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 4.5, 1.25, 3.0, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.837837837837838, 1.0810810810810811, 5.944444444444445, 6.529411764705882]","[0, 0, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 0.5972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.7368421052631575, 1.4736842105263157, 2.0, 1.0]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
92,2017-07-30,20170730LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.594594594594595, 1.5405405405405406, 2.9285714285714284, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9461538461538463, 1.2461538461538462, 3.0, 1.056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5617021276595744, 1.2893617021276595, 2.032258064516129, 4.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.1599999999999997, 0.8571428571428571, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.241691842900302, 1.2326283987915407, 4.0, 5.807017543859649]","[0, 0, 4.758992805755395, 1.3920863309352518, 1.9230769230769231, 5.450980392156863]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.23125, 1.3875, 1.4, 3.1372549019607843]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 3.75, 1.4166666666666667, 5.666666666666667, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 4.5, 1.25, 3.0, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.837837837837838, 1.0810810810810811, 5.944444444444445, 6.529411764705882]","[0, 0, 3.453488372093023, 1.3953488372093024, 2.1666666666666665, 0.5972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 2.0, 1.0]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
93,2017-08-01,20170801LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.634782608695652, 1.5391304347826087, 2.7333333333333334, 0.8914728682170543]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9461538461538463, 1.2461538461538462, 3.0, 1.056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5617021276595744, 1.2893617021276595, 2.032258064516129, 4.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.1599999999999997, 0.8571428571428571, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.241691842900302, 1.2326283987915407, 4.0, 5.807017543859649]","[0, 0, 4.758992805755395, 1.3920863309352518, 1.9230769230769231, 5.450980392156863]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[1, 0, 5.071823204419889, 1.3425414364640884, 1.5, 3.351851851851852]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 3.75, 1.4166666666666667, 5.666666666666667, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 4.5, 1.25, 3.0, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.837837837837838, 1.0810810810810811, 5.944444444444445, 6.529411764705882]","[0, 1, 3.3, 1.3333333333333333, 2.1666666666666665, 0.6122448979591837]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.4608695652173913, 2.0625, 0.982905982905983]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
94,2017-08-02,20170802LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.634782608695652, 1.5391304347826087, 2.7333333333333334, 0.8914728682170543]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8000000000000003, 1.2222222222222223, 3.0833333333333335, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5617021276595744, 1.2893617021276595, 2.032258064516129, 4.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.0, 2.111111111111111, 0.8571428571428571, 0.6428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.241691842900302, 1.2326283987915407, 4.0, 5.807017543859649]","[1, 0, 4.7272727272727275, 1.393939393939394, 1.813953488372093, 5.5]","[0, 0, 3.338709677419355, 1.064516129032258, 6.428571428571429, 6.888888888888889]","[0, 0, 5.071823204419889, 1.3425414364640884, 1.5, 3.351851851851852]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 3.75, 1.4166666666666667, 5.666666666666667, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 4.05, 1.2, 3.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.837837837837838, 1.0810810810810811, 5.944444444444445, 6.529411764705882]","[0, 1, 3.2282608695652173, 1.3043478260869565, 2.3333333333333335, 0.6133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.576271186440678, 1.423728813559322, 2.125, 0.9833333333333334]","[0, 0, 4.263157894736842, 1.2, 2.090909090909091, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]"
