,date,game_key,정대현,김건태,박정준,윤영삼,밴헤켄,박종윤,한현희,신재영,조상우,손동욱,이영준,하영민,김윤환,최원태,김해수,박주현,정용준,김정인,박승주,김홍빈,안현석,유재훈,안정훈,이찬석,김성택,오설리반,브리검,오윤성,김성민,황덕균,마정길,오주원,금민철,이보근,양훈,김상수
117,2017-08-24,20170824WOOB0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.32, 1.47, 2.7, 2.380952380952381]","[1, 0, 3.752542372881356, 1.2813559322033898, 3.769230769230769, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8129770992366416, 1.0877862595419847, 3.764705882352941, 3.2345679012345676]","[0, 0, 5.29054054054054, 1.3986486486486487, 2.65, 4.2898550724637685]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 5.13, 1.7999999999999998, 0.8095238095238095, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.714285714285714, 1.3095238095238095, 3.8076923076923075, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5, 2.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.6058631921824107, 1.2801302931596092, 3.15, 6.395833333333333]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.846153846153846, 1.6153846153846154, 1.7916666666666667, 3.25]","[0, 1, 6.171428571428571, 1.3714285714285714, 4.0, 1.2962962962962963]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.278688524590164, 1.4754098360655739, 3.5384615384615383, 1.4186046511627908]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.8993288590604025, 1.2080536912751678, 3.0625, 0.9933333333333333]"
118,2017-08-25,20170825WOOB0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.32, 1.47, 2.7, 2.380952380952381]","[0, 0, 3.752542372881356, 1.2813559322033898, 3.769230769230769, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8129770992366416, 1.0877862595419847, 3.764705882352941, 3.2345679012345676]","[0, 1, 5.617449664429531, 1.429530201342282, 2.5714285714285716, 4.138888888888888]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 5.13, 1.7999999999999998, 0.8095238095238095, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.624685138539043, 1.3073047858942064, 3.7241379310344827, 6.015151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5, 2.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.6058631921824107, 1.2801302931596092, 3.15, 6.395833333333333]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.846153846153846, 1.6153846153846154, 1.7916666666666667, 3.25]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.0, 1.2962962962962963]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.209677419354839, 1.467741935483871, 3.5384615384615383, 1.4090909090909092]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.375, 1.243421052631579, 2.8823529411764706, 0.9934640522875816]"
119,2017-08-26,20170826WOLT0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 4.330188679245283, 1.471698113207547, 3.0, 2.3555555555555556]","[0, 0, 3.752542372881356, 1.2813559322033898, 3.769230769230769, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8129770992366416, 1.0877862595419847, 3.764705882352941, 3.2345679012345676]","[0, 0, 5.617449664429531, 1.429530201342282, 2.5714285714285716, 4.138888888888888]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[1, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.624685138539043, 1.3073047858942064, 3.7241379310344827, 6.015151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.5789473684210527, 2.5, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.6058631921824107, 1.2801302931596092, 3.15, 6.395833333333333]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.846153846153846, 1.6153846153846154, 1.7916666666666667, 3.25]","[0, 1, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.209677419354839, 1.467741935483871, 3.5384615384615383, 1.4090909090909092]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.375, 1.243421052631579, 2.8823529411764706, 0.9934640522875816]"
120,2017-08-27,20170827WOLT0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.330188679245283, 1.471698113207547, 3.0, 2.3555555555555556]","[0, 0, 3.752542372881356, 1.2813559322033898, 3.769230769230769, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7840909090909087, 1.0795454545454546, 3.823529411764706, 3.142857142857143]","[0, 0, 5.617449664429531, 1.429530201342282, 2.5714285714285716, 4.138888888888888]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.624685138539043, 1.3073047858942064, 3.7241379310344827, 6.015151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 3.773291925465838, 1.313664596273292, 3.25, 6.313725490196078]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.846153846153846, 1.6153846153846154, 1.7916666666666667, 3.25]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.209677419354839, 1.467741935483871, 3.5384615384615383, 1.4090909090909092]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.6580645161290324, 1.2580645161290323, 2.9411764705882355, 0.9935897435897435]"
121,2017-08-29,20170829SKWO0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 4.339285714285714, 1.4732142857142856, 3.3, 2.3333333333333335]","[1, 0, 3.70926517571885, 1.2747603833865815, 3.888888888888889, 5.796296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7859778597785976, 1.062730627306273, 4.0, 3.114942528735632]","[0, 1, 5.561461794019933, 1.4152823920265782, 2.619047619047619, 4.013333333333333]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.8, 0.5, 1.25]","[0, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.624685138539043, 1.3073047858942064, 3.7241379310344827, 6.015151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.773291925465838, 1.313664596273292, 3.25, 6.313725490196078]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.846153846153846, 1.6153846153846154, 1.7916666666666667, 3.25]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.209677419354839, 1.467741935483871, 3.5384615384615383, 1.4090909090909092]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.611464968152866, 1.2611464968152866, 2.7777777777777777, 0.9874213836477987]"
122,2017-08-30,20170830SKWO0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.339285714285714, 1.4732142857142856, 3.3, 2.3333333333333335]","[0, 0, 3.70926517571885, 1.2747603833865815, 3.888888888888889, 5.796296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7859778597785976, 1.062730627306273, 4.0, 3.114942528735632]","[0, 1, 5.470588235294118, 1.411764705882353, 2.6363636363636362, 3.923076923076923]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 0.5, 1.25]","[0, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.624685138539043, 1.3073047858942064, 3.7241379310344827, 6.015151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.9090909090909092, 1.6666666666666667, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.773291925465838, 1.313664596273292, 3.25, 6.313725490196078]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[1, 0, 4.344827586206897, 1.5517241379310345, 1.9230769230769231, 3.411764705882353]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.285714285714286, 1.492063492063492, 3.6153846153846154, 1.4]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.611464968152866, 1.2611464968152866, 2.7777777777777777, 0.9874213836477987]"
123,2017-08-31,20170831WOLG0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.339285714285714, 1.4732142857142856, 3.3, 2.3333333333333335]","[0, 0, 3.70926517571885, 1.2747603833865815, 3.888888888888889, 5.796296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7859778597785976, 1.062730627306273, 4.0, 3.114942528735632]","[0, 0, 5.470588235294118, 1.411764705882353, 2.6363636363636362, 3.923076923076923]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.875, 0.3333333333333333, 1.0666666666666667]","[0, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.521844660194175, 1.3179611650485437, 3.59375, 5.971014492753624]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.9090909090909092, 1.6666666666666667, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 3.773291925465838, 1.313664596273292, 3.25, 6.313725490196078]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.344827586206897, 1.5517241379310345, 1.9230769230769231, 3.411764705882353]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.285714285714286, 1.492063492063492, 3.6153846153846154, 1.4]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 3.54375, 1.2562499999999999, 2.6842105263157894, 0.9876543209876544]"
124,2017-09-01,20170901WOLG0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 4.539823008849558, 1.513274336283186, 3.4, 2.2156862745098036]","[0, 0, 3.70926517571885, 1.2747603833865815, 3.888888888888889, 5.796296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7859778597785976, 1.062730627306273, 4.0, 3.114942528735632]","[0, 0, 5.470588235294118, 1.411764705882353, 2.6363636363636362, 3.923076923076923]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 0.3333333333333333, 1.0666666666666667]","[0, 0, 5.242718446601942, 1.8058252427184465, 0.7727272727272727, 1.3733333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.521844660194175, 1.3179611650485437, 3.59375, 5.971014492753624]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.68, 2.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 4.129411764705883, 1.35, 3.5, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.344827586206897, 1.5517241379310345, 1.9230769230769231, 3.411764705882353]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.285714285714286, 1.492063492063492, 3.6153846153846154, 1.4]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.54375, 1.2562499999999999, 2.6842105263157894, 0.9876543209876544]"
125,2017-09-02,20170902HTWO0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 4.310924369747899, 1.4369747899159664, 3.7, 2.2037037037037037]","[0, 0, 3.70926517571885, 1.2747603833865815, 3.888888888888889, 5.796296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.758241758241758, 1.054945054945055, 4.0588235294117645, 3.033333333333333]","[0, 0, 5.470588235294118, 1.411764705882353, 2.6363636363636362, 3.923076923076923]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.736842105263158, 0.6666666666666666, 1.0555555555555556]","[1, 0, 4.930434782608696, 1.7999999999999998, 0.76, 1.4743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.521844660194175, 1.3179611650485437, 3.59375, 5.971014492753624]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.68, 2.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.35, 3.5, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.344827586206897, 1.5517241379310345, 1.9230769230769231, 3.411764705882353]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.196891191709844, 1.4766839378238343, 3.6923076923076925, 1.3985507246376812]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.54375, 1.2562499999999999, 2.6842105263157894, 0.9876543209876544]"
126,2017-09-03,20170903HTWO0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 1, 13.5, 2.25, 2.0, 1.3333333333333333]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 4.310924369747899, 1.4369747899159664, 3.7, 2.2037037037037037]","[1, 0, 3.704268292682927, 1.2713414634146343, 3.9285714285714284, 5.754385964912281]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.758241758241758, 1.054945054945055, 4.0588235294117645, 3.033333333333333]","[0, 0, 5.470588235294118, 1.411764705882353, 2.6363636363636362, 3.923076923076923]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.5, 1.3333333333333333, 1.0476190476190477]","[0, 0, 4.930434782608696, 1.7999999999999998, 0.76, 1.4743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.521844660194175, 1.3179611650485437, 3.59375, 5.971014492753624]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.607142857142857, 2.3333333333333335, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.35, 3.5, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.344827586206897, 1.5517241379310345, 1.9230769230769231, 3.411764705882353]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.153846153846154, 1.476923076923077, 3.6923076923076925, 1.3829787234042554]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.54375, 1.2562499999999999, 2.6842105263157894, 0.9876543209876544]"
127,2017-09-05,20170905WOKT0,"[0, 0, 3.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 13.5, 2.25, 2.0, 1.3333333333333333]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 4.239669421487603, 1.4132231404958677, 3.9, 2.1228070175438596]","[0, 0, 3.704268292682927, 1.2713414634146343, 3.9285714285714284, 5.754385964912281]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.758241758241758, 1.054945054945055, 4.0588235294117645, 3.033333333333333]","[0, 1, 5.41747572815534, 1.4077669902912622, 2.6818181818181817, 3.814814814814815]","[0, 0, 4.984615384615385, 1.546153846153846, 3.142857142857143, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.434782608695652, 1.3333333333333333, 0.9583333333333334]","[0, 0, 4.930434782608696, 1.7999999999999998, 0.76, 1.4743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.521844660194175, 1.3179611650485437, 3.59375, 5.971014492753624]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.607142857142857, 2.3333333333333335, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 4.129411764705883, 1.35, 3.5, 6.296296296296296]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[1, 0, 3.958115183246073, 1.5235602094240839, 1.8620689655172413, 3.5370370370370368]","[0, 0, 6.75, 1.5833333333333333, 2.0, 1.2]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.153846153846154, 1.476923076923077, 3.6923076923076925, 1.3829787234042554]","[0, 0, 5.543046357615894, 2.066225165562914, 1.3225806451612903, 1.6236559139784947]","[0, 0, 3.6541353383458643, 1.330827067669173, 3.6153846153846154, 0.9851851851851853]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 3.54375, 1.2562499999999999, 2.6842105263157894, 0.9876543209876544]"
