,date,game_key,장민익,임진우,이현호,안규영,니퍼트,함덕주,홍영현,한주성,최병욱,전용훈,남경호,고봉재,보우덴,이영하,김명신,문대원,지윤,박성환,박치국,전태준,김성배,김승회,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준
74,2017-07-01,20170701OBHH0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.46692607003891, 1.3424124513618676, 2.0588235294117645, 6.1190476190476195]","[0, 0, 4.821428571428571, 1.5918367346938778, 1.6842105263157894, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[1, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.2989690721649483, 3.125, 1.077777777777778]","[0, 1, 5.076923076923077, 1.5897435897435896, 1.3125, 1.054054054054054]","[0, 0, 3.0889830508474576, 1.347457627118644, 2.4583333333333335, 6.051282051282052]","[0, 1, 3.640449438202247, 1.5168539325842696, 2.3, 1.0987654320987654]","[0, 1, 3.375, 1.419642857142857, 2.4615384615384617, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.625, 2.0588235294117645, 1.25]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.368932038834951, 1.3786407766990292, 3.0476190476190474, 6.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
75,2017-07-04,20170704KTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.46692607003891, 1.3424124513618676, 2.0588235294117645, 6.1190476190476195]","[0, 0, 4.821428571428571, 1.5918367346938778, 1.6842105263157894, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.105263157894736, 1.736842105263158, 1.6666666666666667, 3.1666666666666665]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.2989690721649483, 3.125, 1.077777777777778]","[0, 1, 5.175000000000001, 1.6, 1.3125, 1.0526315789473684]","[0, 0, 3.0889830508474576, 1.347457627118644, 2.4583333333333335, 6.051282051282052]","[0, 1, 3.5217391304347827, 1.467391304347826, 2.3, 1.0952380952380953]","[0, 0, 3.375, 1.419642857142857, 2.4615384615384617, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.661290322580645, 1.6451612903225805, 2.1176470588235294, 1.2525252525252526]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.368932038834951, 1.3786407766990292, 3.0476190476190474, 6.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
76,2017-07-05,20170705KTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.46692607003891, 1.3424124513618676, 2.0588235294117645, 6.1190476190476195]","[0, 0, 4.821428571428571, 1.5918367346938778, 1.6842105263157894, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 1.6666666666666667, 3.1666666666666665]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.2989690721649483, 3.125, 1.077777777777778]","[0, 0, 5.175000000000001, 1.6, 1.3125, 1.0526315789473684]","[1, 0, 3.046692607003891, 1.3424124513618676, 2.4074074074074074, 6.1190476190476195]","[0, 0, 3.5217391304347827, 1.467391304347826, 2.3, 1.0952380952380953]","[0, 1, 3.2869565217391306, 1.382608695652174, 2.4615384615384617, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.661290322580645, 1.6451612903225805, 2.1176470588235294, 1.2525252525252526]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.368932038834951, 1.3786407766990292, 3.0476190476190474, 6.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
77,2017-07-07,20170707OBNC0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[1, 0, 3.5551601423487544, 1.302491103202847, 2.111111111111111, 6.2444444444444445]","[0, 1, 4.58256880733945, 1.5825688073394495, 1.6829268292682926, 4.844444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 1.6666666666666667, 3.1666666666666665]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.2989690721649483, 3.125, 1.077777777777778]","[0, 1, 5.008064516129032, 1.5483870967741935, 1.375, 1.0598290598290598]","[0, 0, 3.046692607003891, 1.3424124513618676, 2.4074074074074074, 6.1190476190476195]","[0, 1, 3.4105263157894736, 1.4842105263157894, 2.5, 1.0919540229885059]","[0, 0, 3.2869565217391306, 1.382608695652174, 2.4615384615384617, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.661290322580645, 1.6451612903225805, 2.1176470588235294, 1.2525252525252526]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.368932038834951, 1.3786407766990292, 3.0476190476190474, 6.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
78,2017-07-09,20170709OBNC0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.5551601423487544, 1.302491103202847, 2.111111111111111, 6.2444444444444445]","[0, 1, 4.520361990950226, 1.588235294117647, 1.7073170731707317, 4.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 1.6666666666666667, 3.1666666666666665]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.2989690721649483, 3.125, 1.077777777777778]","[0, 1, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 3.046692607003891, 1.3424124513618676, 2.4074074074074074, 6.1190476190476195]","[0, 0, 3.4105263157894736, 1.4842105263157894, 2.5, 1.0919540229885059]","[0, 0, 3.2869565217391306, 1.382608695652174, 2.4615384615384617, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.52755905511811, 1.6535433070866141, 2.0, 1.2450980392156863]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
79,2017-07-11,20170711WOOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.5551601423487544, 1.302491103202847, 2.111111111111111, 6.2444444444444445]","[0, 1, 4.4203539823008855, 1.5530973451327434, 1.8048780487804879, 4.431372549019607]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.1666666666666667, 2.3333333333333335, 4.0]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.288659793814433, 1.360824742268041, 3.125, 1.0430107526881722]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 3.046692607003891, 1.3424124513618676, 2.4074074074074074, 6.1190476190476195]","[0, 1, 3.2399999999999998, 1.44, 2.6, 1.1111111111111112]","[0, 0, 3.2869565217391306, 1.382608695652174, 2.4615384615384617, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.607692307692308, 1.6846153846153846, 1.894736842105263, 1.2380952380952381]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
80,2017-07-12,20170712WOOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.5551601423487544, 1.302491103202847, 2.111111111111111, 6.2444444444444445]","[0, 1, 4.343478260869565, 1.526086956521739, 1.829268292682927, 4.2592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1666666666666667, 2.3333333333333335, 4.0]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.360824742268041, 3.125, 1.0430107526881722]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[1, 0, 2.7864768683274024, 1.281138790035587, 2.3333333333333335, 6.2444444444444445]","[0, 0, 3.2399999999999998, 1.44, 2.6, 1.1111111111111112]","[0, 1, 3.432203389830508, 1.3983050847457625, 2.5384615384615383, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.607692307692308, 1.6846153846153846, 1.894736842105263, 1.2380952380952381]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
81,2017-07-13,20170713WOOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[1, 0, 3.4545454545454546, 1.3232323232323233, 2.024390243902439, 6.1875]","[0, 1, 4.287553648068669, 1.5064377682403434, 1.8780487804878048, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1666666666666667, 2.3333333333333335, 4.0]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.360824742268041, 3.125, 1.0430107526881722]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 2.7864768683274024, 1.281138790035587, 2.3333333333333335, 6.2444444444444445]","[0, 1, 3.176470588235294, 1.4705882352941178, 2.3636363636363638, 1.096774193548387]","[0, 1, 3.347107438016529, 1.3636363636363635, 2.6923076923076925, 1.09009009009009]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.607692307692308, 1.6846153846153846, 1.894736842105263, 1.2380952380952381]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
82,2017-07-18,20170718OBSK0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 2.1923076923076925, 1.3333333333333333, 1.238095238095238]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4545454545454546, 1.3232323232323233, 2.024390243902439, 6.1875]","[0, 0, 4.287553648068669, 1.5064377682403434, 1.8780487804878048, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.711538461538462, 1.326923076923077, 2.0, 4.333333333333333]","[0, 0, 6.157894736842105, 1.7894736842105263, 1.6, 1.9]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.360824742268041, 3.125, 1.0430107526881722]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 2.7864768683274024, 1.281138790035587, 2.3333333333333335, 6.2444444444444445]","[0, 1, 3.145631067961165, 1.4563106796116503, 2.3636363636363638, 1.0729166666666667]","[0, 1, 3.701612903225806, 1.4032258064516128, 2.769230769230769, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.440298507462686, 1.6343283582089554, 1.894736842105263, 1.2407407407407407]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
83,2017-07-19,20170719OBSK0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.311475409836065, 2.1147540983606556, 1.5714285714285714, 1.3555555555555554]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4545454545454546, 1.3232323232323233, 2.024390243902439, 6.1875]","[0, 0, 4.287553648068669, 1.5064377682403434, 1.8780487804878048, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.326923076923077, 2.0, 4.333333333333333]","[0, 1, 8.571428571428571, 1.9523809523809523, 1.5454545454545454, 1.9090909090909092]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.23469387755102, 1.3775510204081634, 3.125, 1.0208333333333333]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[1, 0, 2.8609271523178808, 1.2715231788079469, 2.5, 6.291666666666667]","[0, 0, 3.145631067961165, 1.4563106796116503, 2.3636363636363638, 1.0729166666666667]","[0, 0, 3.701612903225806, 1.4032258064516128, 2.769230769230769, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.440298507462686, 1.6343283582089554, 1.894736842105263, 1.2407407407407407]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
84,2017-07-20,20170720OBSK0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 2.1147540983606556, 1.5714285714285714, 1.3555555555555554]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4545454545454546, 1.3232323232323233, 2.024390243902439, 6.1875]","[1, 0, 4.233050847457627, 1.4872881355932202, 1.9024390243902438, 3.9333333333333336]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.0, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.326923076923077, 2.0, 4.333333333333333]","[0, 0, 8.571428571428571, 1.9523809523809523, 1.5454545454545454, 1.9090909090909092]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.23469387755102, 1.3775510204081634, 3.125, 1.0208333333333333]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 2.8609271523178808, 1.2715231788079469, 2.5, 6.291666666666667]","[0, 1, 3.375, 1.5, 2.3636363636363638, 1.0505050505050504]","[0, 0, 3.701612903225806, 1.4032258064516128, 2.769230769230769, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.282608695652174, 1.5869565217391304, 1.9473684210526316, 1.2432432432432432]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
85,2017-07-21,20170721HHOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 2.1147540983606556, 1.5714285714285714, 1.3555555555555554]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[1, 0, 3.4069400630914823, 1.3154574132492114, 2.119047619047619, 6.215686274509804]","[0, 0, 4.233050847457627, 1.4872881355932202, 1.9024390243902438, 3.9333333333333336]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.0, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.326923076923077, 2.0, 4.333333333333333]","[0, 0, 8.571428571428571, 1.9523809523809523, 1.5454545454545454, 1.9090909090909092]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.415841584158415, 1.4851485148514854, 2.7777777777777777, 1.02020202020202]","[0, 0, 4.889763779527559, 1.5354330708661417, 1.375, 1.0583333333333333]","[0, 0, 2.8609271523178808, 1.2715231788079469, 2.5, 6.291666666666667]","[0, 0, 3.375, 1.5, 2.3636363636363638, 1.0505050505050504]","[0, 1, 3.826771653543307, 1.3937007874015748, 2.8461538461538463, 1.0854700854700856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.574468085106383, 1.9, 1.236842105263158]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.385321100917431, 3.2857142857142856, 6.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
