,date,game_key,박시영,김원중,정태승,박진형,송주은,박세웅,김유영,박한길,차재용,린드블럼,레일리,김영일,김성재,김남길,마켈,애디튼,이지원,윤성빈,강동호,강영식,정대현,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,이재곤,송승준,진명호
79,2017-07-06,20170706LTSS0,"[0, 0, 6.5390625, 1.6875, 1.4444444444444444, 1.219047619047619]","[0, 0, 6.364285714285714, 1.9500000000000002, 1.3703703703703705, 4.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1653846153846152, 1.935483870967742, 6.190476190476191]","[0, 1, 4.462809917355372, 1.537190082644628, 1.7619047619047619, 1.4938271604938274]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.122529644268774, 1.458498023715415, 3.272727272727273, 5.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.711864406779662, 1.6101694915254237, 2.090909090909091, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.403669724770642, 1.7692307692307692, 1.6515151515151516]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 5.256637168141593, 1.4336283185840708, 2.6666666666666665, 1.018018018018018]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.511627906976744, 1.3604651162790697, 5.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.426229508196721, 1.3278688524590165, 3.0, 1.0701754385964912]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.203592814371258, 1.221556886227545, 3.923076923076923, 3.4791666666666665]","[0, 0, 0, 0, 0, 0]"
80,2017-07-07,20170707SKLT0,"[0, 0, 6.5390625, 1.6875, 1.4444444444444444, 1.219047619047619]","[0, 0, 6.364285714285714, 1.9500000000000002, 1.3703703703703705, 4.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2338129496402876, 1.2194244604316546, 1.7222222222222223, 6.177777777777778]","[0, 1, 4.462809917355372, 1.537190082644628, 1.7619047619047619, 1.4404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.122529644268774, 1.458498023715415, 3.272727272727273, 5.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.711864406779662, 1.6101694915254237, 2.090909090909091, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.580357142857143, 1.3660714285714284, 1.8461538461538463, 1.6231884057971016]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 1, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.511627906976744, 1.3604651162790697, 5.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.426229508196721, 1.3278688524590165, 3.0, 1.0701754385964912]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.203592814371258, 1.221556886227545, 3.923076923076923, 3.4791666666666665]","[0, 0, 0, 0, 0, 0]"
81,2017-07-08,20170708SKLT0,"[0, 1, 6.5390625, 1.734375, 1.3928571428571428, 1.1851851851851851]","[1, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2338129496402876, 1.2194244604316546, 1.7222222222222223, 6.177777777777778]","[0, 1, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.122529644268774, 1.458498023715415, 3.272727272727273, 5.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.711864406779662, 1.6101694915254237, 2.090909090909091, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.580357142857143, 1.3660714285714284, 1.8461538461538463, 1.6231884057971016]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.4, 1.3333333333333333, 5.2, 1.0344827586206897]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.390243902439025, 1.3414634146341464, 2.727272727272727, 1.0512820512820513]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.203592814371258, 1.221556886227545, 3.923076923076923, 3.4791666666666665]","[0, 0, 0, 0, 0, 0]"
82,2017-07-09,20170709SKLT0,"[0, 1, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2338129496402876, 1.2194244604316546, 1.7222222222222223, 6.177777777777778]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.122529644268774, 1.458498023715415, 3.272727272727273, 5.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.711864406779662, 1.6101694915254237, 2.090909090909091, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 6.517241379310345, 1.8620689655172415, 1.0, 0.8787878787878788]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.4, 1.3333333333333333, 5.2, 1.0344827586206897]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.2890625, 2.8181818181818183, 1.0666666666666667]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.285714285714286, 1.1746031746031746, 4.214285714285714, 3.7058823529411766]","[0, 0, 0, 0, 0, 0]"
83,2017-07-11,20170711LTHH0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2338129496402876, 1.2194244604316546, 1.7222222222222223, 6.177777777777778]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.122529644268774, 1.458498023715415, 3.272727272727273, 5.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 1, 5.90625, 1.875, 0.75, 0.8888888888888888]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.3225806451612905, 1.3548387096774193, 3.857142857142857, 1.0333333333333334]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.640625, 1.3359375, 2.5833333333333335, 1.040650406504065]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.1746031746031746, 4.214285714285714, 3.7058823529411766]","[0, 0, 0, 0, 0, 0]"
84,2017-07-12,20170712LTHH0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2338129496402876, 1.2194244604316546, 1.7222222222222223, 6.177777777777778]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.7299270072992705, 1.4343065693430657, 3.375, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 5.90625, 1.875, 0.75, 0.8888888888888888]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.53125, 1.34375, 4.0, 1.032258064516129]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.432835820895522, 1.2761194029850746, 2.5833333333333335, 1.0634920634920635]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.1746031746031746, 4.214285714285714, 3.7058823529411766]","[0, 0, 0, 0, 0, 0]"
85,2017-07-13,20170713LTHH0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4381270903010033, 1.2140468227424748, 1.837837837837838, 6.229166666666667]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7299270072992705, 1.4343065693430657, 3.375, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 1, 5.108108108108109, 1.7837837837837838, 1.0, 0.9487179487179488]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.53125, 1.34375, 4.0, 1.032258064516129]","[0, 1, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.335766423357664, 1.248175182481752, 2.5833333333333335, 1.0620155038759689]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.1746031746031746, 4.214285714285714, 3.7058823529411766]","[0, 0, 0, 0, 0, 0]"
86,2017-07-18,20170718SSLT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4381270903010033, 1.2140468227424748, 1.837837837837838, 6.229166666666667]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.667796610169491, 1.4338983050847458, 3.48, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.75, 1.1851851851851851]","[0, 0, 5.108108108108109, 1.7837837837837838, 1.0, 0.9487179487179488]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.4545454545454546, 1.3333333333333333, 4.142857142857143, 1.03125]","[0, 1, 0.0, 1.3333333333333333, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.335766423357664, 1.248175182481752, 2.5833333333333335, 1.0620155038759689]","[0, 0, 5.472972972972974, 1.8648648648648647, 1.4736842105263157, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.1746031746031746, 4.214285714285714, 3.7058823529411766]","[0, 0, 0, 0, 0, 0]"
87,2017-07-19,20170719SSLT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4381270903010033, 1.2140468227424748, 1.837837837837838, 6.229166666666667]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.667796610169491, 1.4338983050847458, 3.48, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.117647058823529, 2.205882352941176, 2.0, 1.1333333333333333]","[0, 1, 4.846153846153846, 1.7692307692307692, 1.0, 0.9285714285714286]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.4545454545454546, 1.3333333333333333, 4.142857142857143, 1.03125]","[0, 0, 0.0, 1.3333333333333333, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.304347826086956, 1.2391304347826086, 2.5833333333333335, 1.0454545454545454]","[0, 1, 6.311688311688312, 1.909090909090909, 1.5789473684210527, 0.8850574712643678]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9130434782608696, 1.2028985507246377, 3.5555555555555554, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]"
88,2017-07-20,20170720SSLT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.810126582278481, 1.89873417721519, 1.3125, 4.388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8107255520504735, 1.2302839116719242, 1.868421052631579, 6.215686274509804]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.667796610169491, 1.4338983050847458, 3.48, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 2.3142857142857145, 1.8, 1.0606060606060606]","[0, 1, 5.142857142857142, 1.7142857142857142, 1.0, 0.9333333333333333]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.3823529411764706, 1.2941176470588236, 4.285714285714286, 1.0303030303030303]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.183098591549295, 1.204225352112676, 2.6666666666666665, 1.0518518518518518]","[0, 0, 6.311688311688312, 1.909090909090909, 1.5789473684210527, 0.8850574712643678]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.2028985507246377, 3.5555555555555554, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]"
89,2017-07-21,20170721LTHT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[1, 0, 5.522727272727273, 1.8238636363636365, 1.393939393939394, 4.512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.067114093959732, 1.7919463087248324, 1.7586206896551724, 3.8205128205128203]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8107255520504735, 1.2302839116719242, 1.868421052631579, 6.215686274509804]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.667796610169491, 1.4338983050847458, 3.48, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.5, 2.25, 1.8, 1.0]","[0, 1, 4.8, 1.6666666666666667, 1.1666666666666667, 0.9375]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.3142857142857145, 1.2571428571428571, 4.571428571428571, 1.0294117647058822]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.040816326530612, 1.183673469387755, 2.75, 1.065217391304348]","[0, 1, 6.075, 1.8375, 1.631578947368421, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.2028985507246377, 3.5555555555555554, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]"
90,2017-07-22,20170722LTHT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.522727272727273, 1.8238636363636365, 1.393939393939394, 4.512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.282894736842105, 1.8355263157894737, 1.7666666666666666, 3.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8107255520504735, 1.2302839116719242, 1.868421052631579, 6.215686274509804]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 0, 0, 0, 0]","[0, 0, 4.667796610169491, 1.4338983050847458, 3.48, 5.784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.25, 1.8, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.1666666666666667, 0.9375]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.209090909090909, 1.2272727272727273, 4.714285714285714, 1.0476190476190474]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.040816326530612, 1.183673469387755, 2.75, 1.065217391304348]","[0, 0, 6.075, 1.8375, 1.631578947368421, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.2028985507246377, 3.5555555555555554, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]"
91,2017-07-23,20170723LTHT0,"[0, 0, 6.697674418604651, 1.744186046511628, 1.3928571428571428, 1.162162162162162]","[0, 0, 5.522727272727273, 1.8238636363636365, 1.393939393939394, 4.512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.282894736842105, 1.8355263157894737, 1.7666666666666666, 3.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8107255520504735, 1.2302839116719242, 1.868421052631579, 6.215686274509804]","[0, 0, 4.647540983606557, 1.5491803278688525, 1.7619047619047619, 1.4022988505747125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5284810126582276, 1.3765822784810127, 3.5384615384615383, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.422413793103448, 1.3448275862068966, 1.8461538461538463, 1.611111111111111]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.25, 1.8, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.1666666666666667, 0.9375]","[0, 0, 5.165217391304348, 1.434782608695652, 2.7333333333333334, 1.0087719298245614]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.209090909090909, 1.2272727272727273, 4.714285714285714, 1.0476190476190474]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.040816326530612, 1.183673469387755, 2.75, 1.065217391304348]","[0, 0, 6.075, 1.8375, 1.631578947368421, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.2028985507246377, 3.5555555555555554, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]"
