,date,game_key,장민익,임진우,이현호,안규영,니퍼트,강동연,김명성,윤명준,함덕주,박진우,홍영현,한주성,최병욱,전용훈,박성민,채지선,남경호,고봉재,보우덴,김성배,정재훈,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준,허준혁,오장훈
83,2016-07-19,20160719SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.472972972972974, 1.4594594594594594, 1.5454545454545454, 1.0724637681159421]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.3140794223826715, 1.2779783393501807, 2.727272727272727, 6.155555555555555]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3636363636363635, 3.6, 0.9565217391304348]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.791095890410959, 1.1815068493150684, 3.3333333333333335, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7181208053691273, 1.0469798657718121, 3.533333333333333, 1.2113821138211383]","[1, 0, 3.5345454545454547, 1.5163636363636364, 1.5416666666666667, 6.111111111111112]","[0, 1, 4.909090909090909, 1.4727272727272729, 3.2222222222222223, 1.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 1.3333333333333333, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.120689655172414, 1.6551724137931036, 1.8, 1.2888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5944272445820435, 1.4767801857585139, 1.6470588235294117, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.344827586206897, 1.3448275862068966, 1.8095238095238095, 3.8666666666666667]","[0, 0, 0, 0, 0, 0]"
84,2016-07-20,20160720SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.884615384615385, 1.4615384615384615, 1.7272727272727273, 1.0833333333333333]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.3140794223826715, 1.2779783393501807, 2.727272727272727, 6.155555555555555]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3636363636363635, 3.6, 0.9565217391304348]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[1, 0, 3.8322580645161293, 1.1806451612903226, 3.3448275862068964, 6.078431372549019]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7181208053691273, 1.0469798657718121, 3.533333333333333, 1.2113821138211383]","[0, 0, 3.5345454545454547, 1.5163636363636364, 1.5416666666666667, 6.111111111111112]","[0, 0, 4.909090909090909, 1.4727272727272729, 3.2222222222222223, 1.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.538461538461538, 1.6923076923076923, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.033898305084746, 1.6525423728813557, 1.7619047619047619, 1.2688172043010753]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5944272445820435, 1.4767801857585139, 1.6470588235294117, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.344827586206897, 1.3448275862068966, 1.8095238095238095, 3.8666666666666667]","[0, 0, 0, 0, 0, 0]"
85,2016-07-21,20160721SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7375, 1.4625, 1.7272727272727273, 1.0666666666666667]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.3140794223826715, 1.2779783393501807, 2.727272727272727, 6.155555555555555]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3636363636363635, 3.6, 0.9565217391304348]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.8322580645161293, 1.1806451612903226, 3.3448275862068964, 6.078431372549019]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7181208053691273, 1.0469798657718121, 3.533333333333333, 1.2113821138211383]","[0, 0, 3.5345454545454547, 1.5163636363636364, 1.5416666666666667, 6.111111111111112]","[0, 0, 4.909090909090909, 1.4727272727272729, 3.2222222222222223, 1.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 1.5714285714285714, 1.5, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.991596638655462, 1.6386554621848741, 1.8095238095238095, 1.2395833333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8347826086956522, 1.4782608695652173, 1.5128205128205128, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.344827586206897, 1.3448275862068966, 1.8095238095238095, 3.8666666666666667]","[0, 0, 0, 0, 0, 0]"
86,2016-07-22,20160722OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7375, 1.4625, 1.7272727272727273, 1.0666666666666667]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[1, 0, 3.261744966442953, 1.278523489932886, 2.5555555555555554, 6.208333333333333]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.391304347826087, 3.0, 0.9583333333333334]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.8322580645161293, 1.1806451612903226, 3.3448275862068964, 6.078431372549019]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7181208053691273, 1.0469798657718121, 3.533333333333333, 1.2113821138211383]","[0, 0, 3.5345454545454547, 1.5163636363636364, 1.5416666666666667, 6.111111111111112]","[0, 0, 4.909090909090909, 1.4727272727272729, 3.2222222222222223, 1.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.991596638655462, 1.6386554621848741, 1.8095238095238095, 1.2395833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8347826086956522, 1.4782608695652173, 1.5128205128205128, 6.388888888888889]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.344827586206897, 1.3448275862068966, 1.8095238095238095, 3.8666666666666667]","[0, 0, 0, 0, 0, 0]"
87,2016-07-23,20160723OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.53012048192771, 1.4096385542168675, 1.8181818181818181, 1.064102564102564]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.261744966442953, 1.278523489932886, 2.5555555555555554, 6.208333333333333]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.375, 3.0, 0.96]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.8322580645161293, 1.1806451612903226, 3.3448275862068964, 6.078431372549019]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6644736842105265, 1.0460526315789473, 3.375, 1.2063492063492063]","[0, 0, 3.5345454545454547, 1.5163636363636364, 1.5416666666666667, 6.111111111111112]","[0, 0, 4.909090909090909, 1.4727272727272729, 3.2222222222222223, 1.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8, 1.5333333333333334, 1.5, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.829268292682927, 1.6097560975609757, 1.8181818181818181, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8347826086956522, 1.4782608695652173, 1.5128205128205128, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[1, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
88,2016-07-24,20160724OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.53012048192771, 1.4096385542168675, 1.8181818181818181, 1.064102564102564]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.261744966442953, 1.278523489932886, 2.5555555555555554, 6.208333333333333]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.375, 3.0, 0.96]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.8322580645161293, 1.1806451612903226, 3.3448275862068964, 6.078431372549019]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1973684210526314, 1.0855263157894737, 3.375, 1.1782945736434107]","[1, 0, 3.375, 1.4898648648648647, 1.5294117647058822, 6.166666666666667]","[0, 1, 4.778761061946903, 1.4336283185840708, 3.3333333333333335, 1.0462962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5333333333333334, 1.5, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.829268292682927, 1.6097560975609757, 1.8181818181818181, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8347826086956522, 1.4782608695652173, 1.5128205128205128, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
89,2016-07-26,20160726OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.53012048192771, 1.4096385542168675, 1.8181818181818181, 1.064102564102564]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.261744966442953, 1.278523489932886, 2.5555555555555554, 6.208333333333333]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.32, 3.0, 0.9615384615384616]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[1, 0, 3.996978851963746, 1.1782477341389728, 2.8823529411764706, 6.12962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1973684210526314, 1.0855263157894737, 3.375, 1.1782945736434107]","[0, 0, 3.375, 1.4898648648648647, 1.5294117647058822, 6.166666666666667]","[0, 0, 4.778761061946903, 1.4336283185840708, 3.3333333333333335, 1.0462962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0754716981132075, 1.4150943396226414, 1.375, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.829268292682927, 1.6097560975609757, 1.8181818181818181, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8347826086956522, 1.4782608695652173, 1.5128205128205128, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
90,2016-07-27,20160727OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.337209302325581, 1.3953488372093024, 1.8181818181818181, 1.0617283950617284]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[0, 0, 3.261744966442953, 1.278523489932886, 2.5555555555555554, 6.208333333333333]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.3461538461538463, 3.0, 0.9629629629629629]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.996978851963746, 1.1782477341389728, 2.8823529411764706, 6.12962962962963]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.1973684210526314, 1.0855263157894737, 3.375, 1.1782945736434107]","[0, 0, 3.375, 1.4898648648648647, 1.5294117647058822, 6.166666666666667]","[0, 0, 4.778761061946903, 1.4336283185840708, 3.3333333333333335, 1.0462962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.4150943396226414, 1.375, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.48780487804878, 1.6829268292682926, 1.7391304347826086, 1.2058823529411764]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.027624309392265, 1.4917127071823204, 1.4390243902439024, 6.350877192982456]","[0, 1, 9.0, 2.0, 0, 2.0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
91,2016-07-28,20160728OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.043956043956044, 1.3846153846153846, 1.9090909090909092, 1.0833333333333333]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.2857142857142858, 2.476190476190476]","[1, 0, 3.161392405063291, 1.2626582278481013, 2.526315789473684, 6.196078431372548]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3461538461538463, 3.0, 0.9629629629629629]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.996978851963746, 1.1782477341389728, 2.8823529411764706, 6.12962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1973684210526314, 1.0855263157894737, 3.375, 1.1782945736434107]","[0, 0, 3.375, 1.4898648648648647, 1.5294117647058822, 6.166666666666667]","[0, 0, 4.778761061946903, 1.4336283185840708, 3.3333333333333335, 1.0462962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.5535714285714284, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.357142857142857, 1.6904761904761905, 1.7083333333333333, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4390243902439024, 6.350877192982456]","[0, 1, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
92,2016-07-29,20160729HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.043956043956044, 1.3846153846153846, 1.9090909090909092, 1.0833333333333333]","[1, 0, 5.684210526315789, 1.8421052631578947, 1.5714285714285714, 2.375]","[0, 0, 3.161392405063291, 1.2626582278481013, 2.526315789473684, 6.196078431372548]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.333333333333333, 1.2962962962962963, 3.0, 0.9642857142857143]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.996978851963746, 1.1782477341389728, 2.8823529411764706, 6.12962962962963]","[0, 1, 0.0, 2.0, 1, 1.0]","[0, 1, 3.155844155844156, 1.1103896103896103, 3.235294117647059, 1.1666666666666667]","[0, 0, 3.375, 1.4898648648648647, 1.5294117647058822, 6.166666666666667]","[0, 1, 4.615384615384616, 1.435897435897436, 3.1, 1.054054054054054]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5535714285714284, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357142857142857, 1.6904761904761905, 1.7083333333333333, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4390243902439024, 6.350877192982456]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
93,2016-07-30,20160730HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.731958762886598, 1.3298969072164948, 1.9090909090909092, 1.1149425287356323]","[0, 0, 5.684210526315789, 1.8421052631578947, 1.5714285714285714, 2.375]","[0, 0, 3.161392405063291, 1.2626582278481013, 2.526315789473684, 6.196078431372548]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.2906976744186045, 2.5714285714285716, 0.9885057471264368]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 3.996978851963746, 1.1782477341389728, 2.8823529411764706, 6.12962962962963]","[0, 1, 3.0, 1.3333333333333333, 2, 1.5]","[0, 0, 3.155844155844156, 1.1103896103896103, 3.235294117647059, 1.1666666666666667]","[1, 0, 3.3217665615141954, 1.4384858044164037, 1.6470588235294117, 6.215686274509804]","[0, 0, 4.615384615384616, 1.435897435897436, 3.1, 1.054054054054054]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.033898305084746, 1.7288135593220337, 0.8461538461538461, 1.1568627450980393]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.75, 1.6153846153846154, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4390243902439024, 6.350877192982456]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
94,2016-07-31,20160731HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.3298969072164948, 1.9090909090909092, 1.1149425287356323]","[0, 0, 5.684210526315789, 1.8421052631578947, 1.5714285714285714, 2.375]","[0, 0, 3.161392405063291, 1.2626582278481013, 2.526315789473684, 6.196078431372548]","[0, 0, 11.25, 2.25, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.640449438202247, 1.2808988764044944, 2.25, 0.9888888888888889]","[0, 0, 7.2, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 2.0, 1.0, 0.5]","[1, 0, 3.758522727272727, 1.1505681818181819, 2.7567567567567566, 6.175438596491228]","[0, 0, 3.0, 1.3333333333333333, 2, 1.5]","[0, 0, 3.155844155844156, 1.1103896103896103, 3.235294117647059, 1.1666666666666667]","[0, 0, 3.3217665615141954, 1.4384858044164037, 1.6470588235294117, 6.215686274509804]","[0, 0, 4.615384615384616, 1.435897435897436, 3.1, 1.054054054054054]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.7288135593220337, 0.8461538461538461, 1.1568627450980393]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.75, 1.6153846153846154, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4390243902439024, 6.350877192982456]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 4.6702702702702705, 1.3621621621621622, 1.8181818181818181, 3.8541666666666665]","[0, 0, 0, 0, 0, 0]"
