게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20170729SSWO0,2017-07-29,SS,WO,0,토,고척
20170730HTOB0,2017-07-30,HT,OB,0,일,잠실
20170730LGHH0,2017-07-30,LG,HH,0,일,대전
20170730LTSK0,2017-07-30,LT,SK,0,일,문학
20170730NCKT0,2017-07-30,NC,KT,0,일,수원
20170730SSWO0,2017-07-30,SS,WO,0,일,고척
20170801HHNC0,2017-08-01,HH,NC,0,화,마산
20170801KTHT0,2017-08-01,KT,HT,0,화,광주
20170801LTLG0,2017-08-01,LT,LG,0,화,잠실
20170801OBSS0,2017-08-01,OB,SS,0,화,대구
20170801SKWO0,2017-08-01,SK,WO,0,화,고척
20170802HHNC0,2017-08-02,HH,NC,0,수,마산
20170802LTLG0,2017-08-02,LT,LG,0,수,잠실
20170802OBSS0,2017-08-02,OB,SS,0,수,대구
20170802SKWO0,2017-08-02,SK,WO,0,수,고척
20170803HHNC0,2017-08-03,HH,NC,0,목,마산
20170803KTHT0,2017-08-03,KT,HT,0,목,광주
20170803LTLG0,2017-08-03,LT,LG,0,목,잠실
20170803OBSS0,2017-08-03,OB,SS,0,목,대구
20170803SKWO0,2017-08-03,SK,WO,0,목,고척
20170804HTHH0,2017-08-04,HT,HH,0,금,대전
20170804OBLG0,2017-08-04,OB,LG,0,금,잠실
20170804SKKT0,2017-08-04,SK,KT,0,금,수원
20170804SSNC0,2017-08-04,SS,NC,0,금,마산
20170804WOLT0,2017-08-04,WO,LT,0,금,사직
20170805HTHH0,2017-08-05,HT,HH,0,토,대전
20170805OBLG0,2017-08-05,OB,LG,0,토,잠실
20170805SKKT0,2017-08-05,SK,KT,0,토,수원
20170805SSNC0,2017-08-05,SS,NC,0,토,마산
20170805WOLT0,2017-08-05,WO,LT,0,토,사직
20170806OBLG0,2017-08-06,OB,LG,0,일,잠실
20170806SKKT0,2017-08-06,SK,KT,0,일,수원
20170806SSNC0,2017-08-06,SS,NC,0,일,마산
20170806WOLT0,2017-08-06,WO,LT,0,일,사직
20170808HHOB0,2017-08-08,HH,OB,0,화,잠실
20170808KTLT0,2017-08-08,KT,LT,0,화,사직
20170808LGSS0,2017-08-08,LG,SS,0,화,대구
20170808NCSK0,2017-08-08,NC,SK,0,화,문학
20170808WOHT0,2017-08-08,WO,HT,0,화,광주
20170809HHOB0,2017-08-09,HH,OB,0,수,잠실
20170809KTLT0,2017-08-09,KT,LT,0,수,사직
20170809LGSS0,2017-08-09,LG,SS,0,수,대구
20170809NCSK0,2017-08-09,NC,SK,0,수,문학
20170809WOHT0,2017-08-09,WO,HT,0,수,광주
20170810LTNC0,2017-08-10,LT,NC,0,목,마산
20170810OBWO0,2017-08-10,OB,WO,0,목,고척
20170810SKLG0,2017-08-10,SK,LG,0,목,잠실
20170811HTKT0,2017-08-11,HT,KT,0,금,수원
20170811LTNC0,2017-08-11,LT,NC,0,금,마산
20170811OBWO0,2017-08-11,OB,WO,0,금,고척
20170811SKLG0,2017-08-11,SK,LG,0,금,잠실
20170811SSHH0,2017-08-11,SS,HH,0,금,대전
20170812HHWO0,2017-08-12,HH,WO,0,토,고척
20170812KTSK0,2017-08-12,KT,SK,0,토,문학
20170812LGHT0,2017-08-12,LG,HT,0,토,광주
20170812LTSS0,2017-08-12,LT,SS,0,토,대구
20170812NCOB0,2017-08-12,NC,OB,0,토,잠실
20170813HHWO0,2017-08-13,HH,WO,0,일,고척
20170813KTSK0,2017-08-13,KT,SK,0,일,문학
20170813LTSS0,2017-08-13,LT,SS,0,일,대구
20170813NCOB0,2017-08-13,NC,OB,0,일,잠실
20170815NCHT0,2017-08-15,NC,HT,0,화,광주
20170815OBLT0,2017-08-15,OB,LT,0,화,사직
20170816KTLG0,2017-08-16,KT,LG,0,수,잠실
20170816NCHT0,2017-08-16,NC,HT,0,수,광주
20170816OBLT0,2017-08-16,OB,LT,0,수,사직
20170816SKHH0,2017-08-16,SK,HH,0,수,대전
20170816WOSS0,2017-08-16,WO,SS,0,수,대구
20170817HHNC0,2017-08-17,HH,NC,0,목,마산
20170817HTOB0,2017-08-17,HT,OB,0,목,잠실
20170817LGSK0,2017-08-17,LG,SK,0,목,문학
20170817LTWO0,2017-08-17,LT,WO,0,목,고척
20170817SSKT0,2017-08-17,SS,KT,0,목,수원
20170818HHNC0,2017-08-18,HH,NC,0,금,마산
20170818HTOB0,2017-08-18,HT,OB,0,금,잠실
20170818LGSK0,2017-08-18,LG,SK,0,금,문학
20170818LTWO0,2017-08-18,LT,WO,0,금,고척
20170818SSKT0,2017-08-18,SS,KT,0,금,수원
20170819LTHH0,2017-08-19,LT,HH,0,토,대전
20170819NCWO0,2017-08-19,NC,WO,0,토,고척
20170819OBKT0,2017-08-19,OB,KT,0,토,수원
20170819SKHT0,2017-08-19,SK,HT,0,토,광주
20170819SSLG0,2017-08-19,SS,LG,0,토,잠실
20170820LTHH0,2017-08-20,LT,HH,0,일,대전
20170820NCWO0,2017-08-20,NC,WO,0,일,고척
20170820OBKT0,2017-08-20,OB,KT,0,일,수원
20170822HHKT0,2017-08-22,HH,KT,0,화,수원
20170822LTHT0,2017-08-22,LT,HT,0,화,광주
20170822NCLG0,2017-08-22,NC,LG,0,화,잠실
20170822OBSK0,2017-08-22,OB,SK,0,화,문학
20170822SSWO0,2017-08-22,SS,WO,0,화,고척
20170823HHKT0,2017-08-23,HH,KT,0,수,수원
20170823LTHT0,2017-08-23,LT,HT,0,수,광주
20170823NCLG0,2017-08-23,NC,LG,0,수,잠실
20170823OBSK0,2017-08-23,OB,SK,0,수,문학
20170823SSWO0,2017-08-23,SS,WO,0,수,고척
20170824KTNC0,2017-08-24,KT,NC,0,목,마산
20170824LGLT0,2017-08-24,LG,LT,0,목,사직
20170824SKSS0,2017-08-24,SK,SS,0,목,대구
20170824WOOB0,2017-08-24,WO,OB,0,목,잠실
20170825HTHH0,2017-08-25,HT,HH,0,금,대전
20170825KTNC0,2017-08-25,KT,NC,0,금,마산
20170825LGLT0,2017-08-25,LG,LT,0,금,사직
20170825SKSS0,2017-08-25,SK,SS,0,금,대구
20170825WOOB0,2017-08-25,WO,OB,0,금,잠실
20170826HHSK0,2017-08-26,HH,SK,0,토,문학
20170826HTNC0,2017-08-26,HT,NC,0,토,마산
20170826KTSS0,2017-08-26,KT,SS,0,토,대구
20170826LGOB0,2017-08-26,LG,OB,0,토,잠실
20170826WOLT0,2017-08-26,WO,LT,0,토,사직
20170827HHSK0,2017-08-27,HH,SK,0,일,문학
20170827HTNC0,2017-08-27,HT,NC,0,일,마산
20170827KTSS0,2017-08-27,KT,SS,0,일,대구
20170827LGOB0,2017-08-27,LG,OB,0,일,잠실
20170827WOLT0,2017-08-27,WO,LT,0,일,사직
20170829HTSS0,2017-08-29,HT,SS,0,화,대구
20170829LGHH0,2017-08-29,LG,HH,0,화,대전
20170829LTOB0,2017-08-29,LT,OB,0,화,잠실
20170829NCKT0,2017-08-29,NC,KT,0,화,수원
20170829SKWO0,2017-08-29,SK,WO,0,화,고척
20170830HTSS0,2017-08-30,HT,SS,0,수,대구
20170830LGHH0,2017-08-30,LG,HH,0,수,대전
20170830LTOB0,2017-08-30,LT,OB,0,수,잠실
20170830NCKT0,2017-08-30,NC,KT,0,수,수원
20170830SKWO0,2017-08-30,SK,WO,0,수,고척
20170831KTHH0,2017-08-31,KT,HH,0,목,대전
20170831NCLT0,2017-08-31,NC,LT,0,목,사직
20170831OBHT0,2017-08-31,OB,HT,0,목,광주
20170831SSSK0,2017-08-31,SS,SK,0,목,문학
20170831WOLG0,2017-08-31,WO,LG,0,목,잠실
20170901KTHH0,2017-09-01,KT,HH,0,금,대전
20170901NCLT0,2017-09-01,NC,LT,0,금,사직
20170901OBHT0,2017-09-01,OB,HT,0,금,광주
20170901SSSK0,2017-09-01,SS,SK,0,금,문학
20170901WOLG0,2017-09-01,WO,LG,0,금,잠실
20170902HHLT0,2017-09-02,HH,LT,0,토,사직
20170902HTWO0,2017-09-02,HT,WO,0,토,고척
20170902LGNC0,2017-09-02,LG,NC,0,토,마산
20170902SKKT0,2017-09-02,SK,KT,0,토,수원
20170902SSOB0,2017-09-02,SS,OB,0,토,잠실
20170903HHLT0,2017-09-03,HH,LT,0,일,사직
20170903HTWO0,2017-09-03,HT,WO,0,일,고척
20170903LGNC0,2017-09-03,LG,NC,0,일,마산
20170903SKKT0,2017-09-03,SK,KT,0,일,수원
20170903SSOB0,2017-09-03,SS,OB,0,일,잠실
20170905HTLG0,2017-09-05,HT,LG,0,화,잠실
20170905LTSK0,2017-09-05,LT,SK,0,화,문학
20170905NCSS0,2017-09-05,NC,SS,0,화,대구
20170905OBHH0,2017-09-05,OB,HH,0,화,대전
20170905WOKT0,2017-09-05,WO,KT,0,화,수원
20170906HTLG0,2017-09-06,HT,LG,0,수,잠실
20170906OBHH0,2017-09-06,OB,HH,0,수,대전
20170906WOKT0,2017-09-06,WO,KT,0,수,수원
20170907HHHT0,2017-09-07,HH,HT,0,목,광주
20170907KTOB0,2017-09-07,KT,OB,0,목,잠실
20170907LGWO0,2017-09-07,LG,WO,0,목,고척
20170907SKNC0,2017-09-07,SK,NC,0,목,마산
20170907SSLT0,2017-09-07,SS,LT,0,목,사직
20170908HHHT0,2017-09-08,HH,HT,0,금,광주
20170908KTOB0,2017-09-08,KT,OB,0,금,잠실
20170908LGWO0,2017-09-08,LG,WO,0,금,고척
20170908SKNC0,2017-09-08,SK,NC,0,금,마산
20170908SSLT0,2017-09-08,SS,LT,0,금,사직
20170909LTKT0,2017-09-09,LT,KT,0,토,수원
20170909NCHH0,2017-09-09,NC,HH,0,토,대전
20170909OBLG0,2017-09-09,OB,LG,0,토,잠실
20170909SSHT0,2017-09-09,SS,HT,0,토,광주
20170909WOSK0,2017-09-09,WO,SK,0,토,문학
20170910LTKT0,2017-09-10,LT,KT,0,일,수원
20170910NCHH0,2017-09-10,NC,HH,0,일,대전
20170910OBLG0,2017-09-10,OB,LG,0,일,잠실
20170910SSHT0,2017-09-10,SS,HT,0,일,광주
20170910WOSK0,2017-09-10,WO,SK,0,일,문학
20170912HHSS0,2017-09-12,HH,SS,0,화,대구
20170912HTSK0,2017-09-12,HT,SK,0,화,문학
20170912KTWO0,2017-09-12,KT,WO,0,화,고척
20170912LTLG0,2017-09-12,LT,LG,0,화,잠실
20170912OBNC0,2017-09-12,OB,NC,0,화,마산
20170913HHSS0,2017-09-13,HH,SS,0,수,대구
20170913HTSK0,2017-09-13,HT,SK,0,수,문학
20170913KTWO0,2017-09-13,KT,WO,0,수,고척
20170913LTLG0,2017-09-13,LT,LG,0,수,잠실
20170913OBNC0,2017-09-13,OB,NC,0,수,마산
20170914HTLT0,2017-09-14,HT,LT,0,목,사직
20170914LGKT0,2017-09-14,LG,KT,0,목,수원
20170914SKOB0,2017-09-14,SK,OB,0,목,잠실
20170914SSNC0,2017-09-14,SS,NC,0,목,마산
20170914WOHH0,2017-09-14,WO,HH,0,목,대전
20170915HTLT0,2017-09-15,HT,LT,0,금,사직
20170915LGKT0,2017-09-15,LG,KT,0,금,수원
20170915SKOB0,2017-09-15,SK,OB,0,금,잠실
20170915SSNC0,2017-09-15,SS,NC,0,금,마산
20170915WOHH0,2017-09-15,WO,HH,0,금,대전
20170916HHLG0,2017-09-16,HH,LG,0,토,잠실
20170916KTHT0,2017-09-16,KT,HT,0,토,광주
20170916OBSS0,2017-09-16,OB,SS,0,토,대구
20170916SKLT0,2017-09-16,SK,LT,0,토,사직
20170916WONC0,2017-09-16,WO,NC,0,토,마산
20170917HHLG0,2017-09-17,HH,LG,0,일,잠실
20170917KTHT0,2017-09-17,KT,HT,0,일,광주
20170917OBSS0,2017-09-17,OB,SS,0,일,대구
20170917SKLT0,2017-09-17,SK,LT,0,일,사직
20170917WONC0,2017-09-17,WO,NC,0,일,마산
20170919KTLG0,2017-09-19,KT,LG,0,화,잠실
20170919OBLT0,2017-09-19,OB,LT,0,화,사직
20170919SKHT0,2017-09-19,SK,HT,0,화,광주
20170920HHLG0,2017-09-20,HH,LG,0,수,잠실
20170920OBNC0,2017-09-20,OB,NC,0,수,마산
20170920SKHT0,2017-09-20,SK,HT,0,수,광주
20170921LGSS0,2017-09-21,LG,SS,0,목,대구
20170921WOKT0,2017-09-21,WO,KT,0,목,수원
20170922LGSS0,2017-09-22,LG,SS,0,금,대구
20170922LTHH0,2017-09-22,LT,HH,0,금,대전
20170922OBHT0,2017-09-22,OB,HT,0,금,광주
20170923KTHT0,2017-09-23,KT,HT,0,토,광주
20170923LGNC0,2017-09-23,LG,NC,0,토,마산
20170923SSHH0,2017-09-23,SS,HH,0,토,대전
20170923WOLT0,2017-09-23,WO,LT,0,토,사직
20170924HHHT0,2017-09-24,HH,HT,0,일,광주
20170924KTOB0,2017-09-24,KT,OB,0,일,잠실
20170924LGNC0,2017-09-24,LG,NC,0,일,마산
20170926HHLT0,2017-09-26,HH,LT,0,화,사직
20170926LGHT0,2017-09-26,LG,HT,0,화,광주
20170927NCSS0,2017-09-27,NC,SS,0,수,대구
20170927OBKT0,2017-09-27,OB,KT,0,수,수원
20170928HTHH0,2017-09-28,HT,HH,0,목,대전
20170928LGKT0,2017-09-28,LG,KT,0,목,수원
20170929HTHH0,2017-09-29,HT,HH,0,금,대전
20170929LTSK0,2017-09-29,LT,SK,0,금,문학
20170929OBLG0,2017-09-29,OB,LG,0,금,잠실
20170929WONC0,2017-09-29,WO,NC,0,금,마산
20170930SKHH0,2017-09-30,SK,HH,0,토,대전
20170930SSLG0,2017-09-30,SS,LG,0,토,잠실
20170930WONC0,2017-09-30,WO,NC,0,토,마산
20171001HTKT0,2017-10-01,HT,KT,0,일,수원
20171001OBHH0,2017-10-01,OB,HH,0,일,대전
20171001SSLG0,2017-10-01,SS,LG,0,일,잠실
20171002HTKT0,2017-10-02,HT,KT,0,월,수원
20171003HTKT0,2017-10-03,HT,KT,0,화,수원
20171003LGLT0,2017-10-03,LG,LT,0,화,사직
20171003NCHH0,2017-10-03,NC,HH,0,화,대전
20171003SKOB0,2017-10-03,SK,OB,0,화,잠실
20171003WOSS0,2017-10-03,WO,SS,0,화,대구
