게임키,일자,원정팀코드,홈팀코드,더블헤더코드,요일,구장
20180725KTWO0,2018-07-25,KT,WO,0,수,고척
20180725NCLT0,2018-07-25,NC,LT,0,수,사직
20180725OBSK0,2018-07-25,OB,SK,0,수,문학
20180725SSLG0,2018-07-25,SS,LG,0,수,잠실
20180726HTHH0,2018-07-26,HT,HH,0,목,대전
20180726KTWO0,2018-07-26,KT,WO,0,목,고척
20180726NCLT0,2018-07-26,NC,LT,0,목,사직
20180726OBSK0,2018-07-26,OB,SK,0,목,문학
20180726SSLG0,2018-07-26,SS,LG,0,목,잠실
20180727HHOB0,2018-07-27,HH,OB,0,금,잠실
20180727HTSS0,2018-07-27,HT,SS,0,금,대구
20180727LGKT0,2018-07-27,LG,KT,0,금,수원
20180727LTWO0,2018-07-27,LT,WO,0,금,고척
20180727SKNC0,2018-07-27,SK,NC,0,금,마산
20180728HHOB0,2018-07-28,HH,OB,0,토,잠실
20180728HTSS0,2018-07-28,HT,SS,0,토,대구
20180728LGKT0,2018-07-28,LG,KT,0,토,수원
20180728LTWO0,2018-07-28,LT,WO,0,토,고척
20180728SKNC0,2018-07-28,SK,NC,0,토,마산
20180729HHOB0,2018-07-29,HH,OB,0,일,잠실
20180729HTSS0,2018-07-29,HT,SS,0,일,대구
20180729LGKT0,2018-07-29,LG,KT,0,일,수원
20180729LTWO0,2018-07-29,LT,WO,0,일,고척
20180729SKNC0,2018-07-29,SK,NC,0,일,마산
20180731KTHH0,2018-07-31,KT,HH,0,화,대전
20180731LGOB0,2018-07-31,LG,OB,0,화,잠실
20180731LTHT0,2018-07-31,LT,HT,0,화,광주
20180731NCSS0,2018-07-31,NC,SS,0,화,대구
20180731WOSK0,2018-07-31,WO,SK,0,화,문학
20180801KTHH0,2018-08-01,KT,HH,0,수,대전
20180801LGOB0,2018-08-01,LG,OB,0,수,잠실
20180801LTHT0,2018-08-01,LT,HT,0,수,광주
20180801NCSS0,2018-08-01,NC,SS,0,수,대구
20180801WOSK0,2018-08-01,WO,SK,0,수,문학
20180802KTHH0,2018-08-02,KT,HH,0,목,대전
20180802LGOB0,2018-08-02,LG,OB,0,목,잠실
20180802LTHT0,2018-08-02,LT,HT,0,목,광주
20180802NCSS0,2018-08-02,NC,SS,0,목,대구
20180802WOSK0,2018-08-02,WO,SK,0,목,문학
20180804NCHH0,2018-08-04,NC,HH,0,토,대전
20180804OBHT0,2018-08-04,OB,HT,0,토,광주
20180804SKLG0,2018-08-04,SK,LG,0,토,잠실
20180804SSLT0,2018-08-04,SS,LT,0,토,사직
20180804WOKT0,2018-08-04,WO,KT,0,토,수원
20180805NCHH0,2018-08-05,NC,HH,0,일,대전
20180805OBHT0,2018-08-05,OB,HT,0,일,광주
20180805SKLG0,2018-08-05,SK,LG,0,일,잠실
20180805SSLT0,2018-08-05,SS,LT,0,일,사직
20180805WOKT0,2018-08-05,WO,KT,0,일,수원
20180807HHOB0,2018-08-07,HH,OB,0,화,잠실
20180807HTWO0,2018-08-07,HT,WO,0,화,고척
20180807KTNC0,2018-08-07,KT,NC,0,화,마산
20180807LGLT0,2018-08-07,LG,LT,0,화,울산
20180807SSSK0,2018-08-07,SS,SK,0,화,문학
20180808HHOB0,2018-08-08,HH,OB,0,수,잠실
20180808HTWO0,2018-08-08,HT,WO,0,수,고척
20180808KTNC0,2018-08-08,KT,NC,0,수,마산
20180808LGLT0,2018-08-08,LG,LT,0,수,울산
20180808SSSK0,2018-08-08,SS,SK,0,수,문학
20180809LTHT0,2018-08-09,LT,HT,0,목,광주
20180809OBKT0,2018-08-09,OB,KT,0,목,수원
20180809SKNC0,2018-08-09,SK,NC,0,목,마산
20180809SSLG0,2018-08-09,SS,LG,0,목,잠실
20180809WOHH0,2018-08-09,WO,HH,0,목,청주
20180810OBKT0,2018-08-10,OB,KT,0,금,수원
20180810SKNC0,2018-08-10,SK,NC,0,금,마산
20180810SSLG0,2018-08-10,SS,LG,0,금,잠실
20180810WOHH0,2018-08-10,WO,HH,0,금,청주
20180811HTSK0,2018-08-11,HT,SK,0,토,문학
20180811KTHH0,2018-08-11,KT,HH,0,토,대전
20180811LGWO0,2018-08-11,LG,WO,0,토,고척
20180811LTOB0,2018-08-11,LT,OB,0,토,잠실
20180811NCSS0,2018-08-11,NC,SS,0,토,대구
20180812HTSK0,2018-08-12,HT,SK,0,일,문학
20180812KTHH0,2018-08-12,KT,HH,0,일,대전
20180812LGWO0,2018-08-12,LG,WO,0,일,고척
20180812LTOB0,2018-08-12,LT,OB,0,일,잠실
20180812NCSS0,2018-08-12,NC,SS,0,일,대구
20180814HHLT0,2018-08-14,HH,LT,0,화,사직
20180814LGHT0,2018-08-14,LG,HT,0,화,광주
20180814NCKT0,2018-08-14,NC,KT,0,화,수원
20180814SKOB0,2018-08-14,SK,OB,0,화,잠실
20180814WOSS0,2018-08-14,WO,SS,0,화,대구
20180815LGHT0,2018-08-15,LG,HT,0,수,광주
20180815NCKT0,2018-08-15,NC,KT,0,수,수원
20180815SKOB0,2018-08-15,SK,OB,0,수,잠실
20180815WOSS0,2018-08-15,WO,SS,0,수,대구
20180816HHSS0,2018-08-16,HH,SS,0,목,대구
20180816HTLT0,2018-08-16,HT,LT,0,목,사직
20180816LGSK0,2018-08-16,LG,SK,0,목,문학
20180816NCKT0,2018-08-16,NC,KT,0,목,수원
20180816WOOB0,2018-08-16,WO,OB,0,목,잠실
20180904HTOB0,2018-09-04,HT,OB,0,화,잠실
20180904LGKT0,2018-09-04,LG,KT,0,화,수원
20180904LTHH0,2018-09-04,LT,HH,0,화,대전
20180904SSNC0,2018-09-04,SS,NC,0,화,마산
20180904WOSK0,2018-09-04,WO,SK,0,화,문학
20180905HTOB0,2018-09-05,HT,OB,0,수,잠실
20180905LGKT0,2018-09-05,LG,KT,0,수,수원
20180905LTHH0,2018-09-05,LT,HH,0,수,대전
20180905SSNC0,2018-09-05,SS,NC,0,수,마산
20180905WOSK0,2018-09-05,WO,SK,0,수,문학
20180906HHKT0,2018-09-06,HH,KT,0,목,수원
20180906NCLG0,2018-09-06,NC,LG,0,목,잠실
20180906OBSS0,2018-09-06,OB,SS,0,목,대구
20180906SKLT0,2018-09-06,SK,LT,0,목,울산
20180906WOHT0,2018-09-06,WO,HT,0,목,광주
20180907HHKT0,2018-09-07,HH,KT,0,금,수원
20180907NCLG0,2018-09-07,NC,LG,0,금,잠실
20180907OBSS0,2018-09-07,OB,SS,0,금,대구
20180907SKLT0,2018-09-07,SK,LT,0,금,울산
20180907WOHT0,2018-09-07,WO,HT,0,금,광주
20180908HHLG0,2018-09-08,HH,LG,0,토,잠실
20180908KTWO0,2018-09-08,KT,WO,0,토,고척
20180908LTNC0,2018-09-08,LT,NC,0,토,마산
20180908OBSK0,2018-09-08,OB,SK,0,토,문학
20180908SSHT0,2018-09-08,SS,HT,0,토,광주
20180909HHLG0,2018-09-09,HH,LG,0,일,잠실
20180909KTWO0,2018-09-09,KT,WO,0,일,고척
20180909LTNC0,2018-09-09,LT,NC,0,일,마산
20180909OBSK0,2018-09-09,OB,SK,0,일,문학
20180909SSHT0,2018-09-09,SS,HT,0,일,광주
20180911HHSS0,2018-09-11,HH,SS,0,화,대구
20180911HTNC0,2018-09-11,HT,NC,0,화,마산
20180911KTSK0,2018-09-11,KT,SK,0,화,문학
20180911OBLT0,2018-09-11,OB,LT,0,화,사직
20180911WOLG0,2018-09-11,WO,LG,0,화,잠실
20180912HHSS0,2018-09-12,HH,SS,0,수,대구
20180912HTNC0,2018-09-12,HT,NC,0,수,마산
20180912KTSK0,2018-09-12,KT,SK,0,수,문학
20180912OBLT0,2018-09-12,OB,LT,0,수,사직
20180912WOLG0,2018-09-12,WO,LG,0,수,잠실
20180913KTOB0,2018-09-13,KT,OB,0,목,잠실
20180913LGSS0,2018-09-13,LG,SS,0,목,대구
20180913SKHH0,2018-09-13,SK,HH,0,목,청주
20180914HTLT0,2018-09-14,HT,LT,0,금,사직
20180914KTOB0,2018-09-14,KT,OB,0,금,잠실
20180914LGSS0,2018-09-14,LG,SS,0,금,대구
20180914SKHH0,2018-09-14,SK,HH,0,금,청주
20180914WONC0,2018-09-14,WO,NC,0,금,마산
20180915LGHH0,2018-09-15,LG,HH,0,토,대전
20180915NCOB0,2018-09-15,NC,OB,0,토,잠실
20180915SKHT0,2018-09-15,SK,HT,0,토,광주
20180915SSKT0,2018-09-15,SS,KT,0,토,수원
20180915WOLT0,2018-09-15,WO,LT,0,토,사직
20180916LGHH0,2018-09-16,LG,HH,0,일,대전
20180916NCOB0,2018-09-16,NC,OB,0,일,잠실
20180916SKHT0,2018-09-16,SK,HT,0,일,광주
20180916SSKT0,2018-09-16,SS,KT,0,일,수원
20180916WOLT0,2018-09-16,WO,LT,0,일,사직
20180918HHNC0,2018-09-18,HH,NC,0,화,마산
20180918HTSS0,2018-09-18,HT,SS,0,화,대구
20180918LTLG0,2018-09-18,LT,LG,0,화,잠실
20180918OBWO0,2018-09-18,OB,WO,0,화,고척
20180918SKKT0,2018-09-18,SK,KT,0,화,수원
20180919HHNC0,2018-09-19,HH,NC,0,수,마산
20180919HTSS0,2018-09-19,HT,SS,0,수,대구
20180919LTLG0,2018-09-19,LT,LG,0,수,잠실
20180919OBWO0,2018-09-19,OB,WO,0,수,고척
20180919SKKT0,2018-09-19,SK,KT,0,수,수원
20180920HHSK0,2018-09-20,HH,SK,0,목,문학
20180920KTLT0,2018-09-20,KT,LT,0,목,사직
20180920NCHT0,2018-09-20,NC,HT,0,목,광주
20180920OBLG0,2018-09-20,OB,LG,0,목,잠실
20180920SSWO0,2018-09-20,SS,WO,0,목,고척
20180921HHSK0,2018-09-21,HH,SK,0,금,문학
20180921NCHT0,2018-09-21,NC,HT,0,금,광주
20180921OBLG0,2018-09-21,OB,LG,0,금,잠실
20180921SSWO0,2018-09-21,SS,WO,0,금,고척
20180922HTHH0,2018-09-22,HT,HH,0,토,대전
20180922KTLG0,2018-09-22,KT,LG,0,토,잠실
20180922LTSS0,2018-09-22,LT,SS,0,토,대구
20180922OBNC0,2018-09-22,OB,NC,0,토,마산
20180922SKWO0,2018-09-22,SK,WO,0,토,고척
20180923HTHH0,2018-09-23,HT,HH,0,일,대전
20180923KTLG0,2018-09-23,KT,LG,0,일,잠실
20180923LTSS0,2018-09-23,LT,SS,0,일,대구
20180923OBNC0,2018-09-23,OB,NC,0,일,마산
20180923SKWO0,2018-09-23,SK,WO,0,일,고척
20180925HTKT0,2018-09-25,HT,KT,0,화,수원
20180925LGSK0,2018-09-25,LG,SK,0,화,문학
20180925NCLT0,2018-09-25,NC,LT,0,화,사직
20180925SSHH0,2018-09-25,SS,HH,0,화,대전
20180925WOOB0,2018-09-25,WO,OB,0,화,잠실
20180926HTKT0,2018-09-26,HT,KT,0,수,수원
20180926LGSK0,2018-09-26,LG,SK,0,수,문학
20180926NCLT0,2018-09-26,NC,LT,0,수,사직
20180926SSHH0,2018-09-26,SS,HH,0,수,대전
20180926WOOB0,2018-09-26,WO,OB,0,수,잠실
20180927HTLG0,2018-09-27,HT,LG,0,목,잠실
20180927KTSS0,2018-09-27,KT,SS,0,목,대구
20180927LTWO0,2018-09-27,LT,WO,0,목,고척
20180927NCSK0,2018-09-27,NC,SK,0,목,문학
20180927OBHH0,2018-09-27,OB,HH,0,목,대전
20180928HTLG0,2018-09-28,HT,LG,0,금,잠실
20180928KTSS0,2018-09-28,KT,SS,0,금,대구
20180928LTWO0,2018-09-28,LT,WO,0,금,고척
20180928NCSK0,2018-09-28,NC,SK,0,금,문학
20180928OBHH0,2018-09-28,OB,HH,0,금,대전
20180929HHHT0,2018-09-29,HH,HT,0,토,광주
20180929LGOB0,2018-09-29,LG,OB,0,토,잠실
20180929LTKT0,2018-09-29,LT,KT,0,토,수원
20180929NCWO0,2018-09-29,NC,WO,0,토,고척
20180929SKSS0,2018-09-29,SK,SS,0,토,대구
20180930HHHT0,2018-09-30,HH,HT,0,일,광주
20180930LGOB0,2018-09-30,LG,OB,0,일,잠실
20180930LTKT0,2018-09-30,LT,KT,0,일,수원
20180930NCWO0,2018-09-30,NC,WO,0,일,고척
20180930SKSS0,2018-09-30,SK,SS,0,일,대구
20181002KTLG0,2018-10-02,KT,LG,0,화,잠실
20181002LTSK0,2018-10-02,LT,SK,0,화,문학
20181002NCHT0,2018-10-02,NC,HT,0,화,광주
20181003HTSS0,2018-10-03,HT,SS,0,수,대구
20181003KTLG0,2018-10-03,KT,LG,0,수,잠실
20181003LTHH0,2018-10-03,LT,HH,0,수,대전
20181004HTSK0,2018-10-04,HT,SK,0,목,문학
20181004LTHH0,2018-10-04,LT,HH,0,목,대전
20181006HHLT0,2018-10-06,HH,LT,0,토,사직
20181006HTSK1,2018-10-06,HT,SK,1,토,문학
20181006HTSK2,2018-10-06,HT,SK,2,토,문학
20181006LGOB0,2018-10-06,LG,OB,0,토,잠실
20181006SSKT0,2018-10-06,SS,KT,0,토,수원
20181006WONC0,2018-10-06,WO,NC,0,토,마산
20181007HTOB0,2018-10-07,HT,OB,0,일,잠실
20181007LTNC0,2018-10-07,LT,NC,0,일,마산
20181009HHKT0,2018-10-09,HH,KT,0,화,수원
20181009HTLT0,2018-10-09,HT,LT,0,화,사직
20181009SSSK0,2018-10-09,SS,SK,0,화,문학
20181010HHHT0,2018-10-10,HH,HT,0,수,광주
20181010KTLT1,2018-10-10,KT,LT,1,수,사직
20181010KTLT2,2018-10-10,KT,LT,2,수,사직
20181010SKOB0,2018-10-10,SK,OB,0,수,잠실
20181011LTHT0,2018-10-11,LT,HT,0,목,광주
20181011SKOB0,2018-10-11,SK,OB,0,목,잠실
20181012LTHT0,2018-10-12,LT,HT,0,금,광주
20181012NCOB0,2018-10-12,NC,OB,0,금,잠실
20181012WOKT0,2018-10-12,WO,KT,0,금,수원
20181013KTOB0,2018-10-13,KT,OB,0,토,잠실
20181013LGSK0,2018-10-13,LG,SK,0,토,문학
20181013LTHT0,2018-10-13,LT,HT,0,토,광주
20181013NCHH0,2018-10-13,NC,HH,0,토,대전
20181013WOSS0,2018-10-13,WO,SS,0,토,대구
20181014OBLT0,2018-10-14,OB,LT,0,일,사직
