,date,game_key,김대유,김용주,조근종,류희운,조현우,김민수,엄상백,정성곤,주권,김재윤,배제성,조한욱,박세진,김태오,이대은,조병욱,이정현,이종혁,최건,김민,신병률,박시윤,박주현,쿠에바스,이정훈,손동현,알칸타라,전용주,이상동,이선우,금민철,전유수,윤근영,이상화,하준호,배우열
120,2019-08-25,20190825KTLG0,"[0, 0, 2.0454545454545454, 1.2727272727272727, 1.8, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.602272727272727, 1.4318181818181819, 1.6, 3.087719298245614]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.586206896551724, 1.593103448275862, 1.85, 1.0283687943262412]","[0, 1, 3.0159574468085104, 1.0531914893617023, 3.230769230769231, 1.0621468926553672]","[0, 1, 2.5851063829787235, 0.8617021276595745, 3.5, 1.119047619047619]","[1, 0, 4.188118811881187, 1.4158415841584158, 1.4782608695652173, 4.391304347826087]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.300884955752212, 1.4734513274336285, 1.411764705882353, 2.282828282828283]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.858611825192802, 1.5732647814910028, 1.2142857142857142, 5.893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6418604651162796, 1.1372093023255814, 2.2291666666666665, 6.231884057971015]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.7155963302752295, 1.2041284403669723, 4.473684210526316, 6.606060606060606]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.6, 1.42, 2.0588235294117645, 1.0204081632653061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
121,2019-08-27,20190827KTNC0,"[0, 0, 2.0454545454545454, 1.2727272727272727, 1.8, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.602272727272727, 1.4318181818181819, 1.6, 3.087719298245614]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.586206896551724, 1.593103448275862, 1.85, 1.0283687943262412]","[0, 0, 3.0159574468085104, 1.0531914893617023, 3.230769230769231, 1.0621468926553672]","[0, 1, 2.5051546391752577, 0.8350515463917525, 3.5, 1.1149425287356323]","[0, 0, 4.188118811881187, 1.4158415841584158, 1.4782608695652173, 4.391304347826087]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.244541484716158, 1.4672489082969433, 1.4, 2.2450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.780548628428927, 1.571072319201995, 1.280701754385965, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6418604651162796, 1.1372093023255814, 2.2291666666666665, 6.231884057971015]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.7155963302752295, 1.2041284403669723, 4.473684210526316, 6.606060606060606]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.730263157894737, 1.4210526315789473, 2.0588235294117645, 1.0133333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
122,2019-08-28,20190828KTNC0,"[0, 0, 2.0454545454545454, 1.2727272727272727, 1.8, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.602272727272727, 1.4318181818181819, 1.6, 3.087719298245614]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.586206896551724, 1.593103448275862, 1.85, 1.0283687943262412]","[0, 1, 3.09375, 1.046875, 3.230769230769231, 1.0666666666666667]","[0, 1, 2.359223300970874, 0.8155339805825242, 3.2222222222222223, 1.1444444444444446]","[0, 0, 4.188118811881187, 1.4158415841584158, 1.4782608695652173, 4.391304347826087]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.244541484716158, 1.4672489082969433, 1.4, 2.2450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.571072319201995, 1.280701754385965, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.532150776053215, 1.130820399113082, 2.3125, 6.263888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.824175824175824, 2.010989010989011, 0.7916666666666666, 1.0833333333333333]","[0, 0, 3.7155963302752295, 1.2041284403669723, 4.473684210526316, 6.606060606060606]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.730263157894737, 1.4210526315789473, 2.0588235294117645, 1.0133333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
123,2019-08-29,20190829OBKT0,"[0, 1, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[1, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.586206896551724, 1.593103448275862, 1.85, 1.0283687943262412]","[0, 1, 3.046153846153846, 1.0461538461538462, 3.230769230769231, 1.0655737704918034]","[0, 0, 2.359223300970874, 0.8155339805825242, 3.2222222222222223, 1.1444444444444446]","[0, 0, 4.188118811881187, 1.4158415841584158, 1.4782608695652173, 4.391304347826087]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.189655172413794, 1.4741379310344829, 1.4285714285714286, 2.2095238095238092]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.571072319201995, 1.280701754385965, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.532150776053215, 1.130820399113082, 2.3125, 6.263888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.824175824175824, 2.010989010989011, 0.7916666666666666, 1.0833333333333333]","[0, 0, 3.7155963302752295, 1.2041284403669723, 4.473684210526316, 6.606060606060606]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.5217391304347827, 1.3416149068322982, 2.1176470588235294, 1.0522875816993464]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
124,2019-08-30,20190830OBKT0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.586206896551724, 1.593103448275862, 1.85, 1.0283687943262412]","[0, 0, 3.046153846153846, 1.0461538461538462, 3.230769230769231, 1.0655737704918034]","[0, 0, 2.359223300970874, 0.8155339805825242, 3.2222222222222223, 1.1444444444444446]","[0, 0, 4.188118811881187, 1.4158415841584158, 1.4782608695652173, 4.391304347826087]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.189655172413794, 1.4741379310344829, 1.4285714285714286, 2.2095238095238092]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.571072319201995, 1.280701754385965, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.532150776053215, 1.130820399113082, 2.3125, 6.263888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.824175824175824, 2.010989010989011, 0.7916666666666666, 1.0833333333333333]","[1, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.5, 1.3333333333333333, 2.1176470588235294, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
125,2019-08-31,20190831KTHH0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 1, 5.655405405405405, 1.6418918918918919, 1.8095238095238095, 1.027777777777778]","[0, 1, 3.272727272727273, 1.0757575757575757, 3.0, 1.064516129032258]","[0, 1, 2.292452830188679, 0.7924528301886792, 3.2222222222222223, 1.1397849462365592]","[1, 0, 4.0754716981132075, 1.4433962264150944, 1.5208333333333333, 4.416666666666667]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.189655172413794, 1.4741379310344829, 1.4285714285714286, 2.2095238095238092]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.571072319201995, 1.280701754385965, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.532150776053215, 1.130820399113082, 2.3125, 6.263888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.824175824175824, 2.010989010989011, 0.7916666666666666, 1.0833333333333333]","[0, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.5, 1.3333333333333333, 2.1176470588235294, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
126,2019-09-01,20190901KTHH0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.655405405405405, 1.6418918918918919, 1.8095238095238095, 1.027777777777778]","[0, 0, 3.272727272727273, 1.0757575757575757, 3.0, 1.064516129032258]","[0, 0, 2.292452830188679, 0.7924528301886792, 3.2222222222222223, 1.1397849462365592]","[0, 0, 4.0754716981132075, 1.4433962264150944, 1.5208333333333333, 4.416666666666667]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.189655172413794, 1.4741379310344829, 1.4285714285714286, 2.2095238095238092]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.975429975429975, 1.5995085995085996, 1.2333333333333334, 5.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.532150776053215, 1.130820399113082, 2.3125, 6.263888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.606382978723404, 1.946808510638298, 0.7916666666666666, 1.0804597701149425]","[0, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.5, 1.3333333333333333, 2.1176470588235294, 1.0384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
127,2019-09-03,20190903LGKT0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 1, 5.7218543046357615, 1.629139072847682, 1.8571428571428572, 1.0272108843537415]","[0, 0, 3.272727272727273, 1.0757575757575757, 3.0, 1.064516129032258]","[0, 0, 2.292452830188679, 0.7924528301886792, 3.2222222222222223, 1.1397849462365592]","[0, 0, 4.0754716981132075, 1.4433962264150944, 1.5208333333333333, 4.416666666666667]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.189655172413794, 1.4741379310344829, 1.4285714285714286, 2.2095238095238092]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.975429975429975, 1.5995085995085996, 1.2333333333333334, 5.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.511727078891258, 1.1385927505330489, 2.3, 6.253333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.606382978723404, 1.946808510638298, 0.7916666666666666, 1.0804597701149425]","[0, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.3550295857988166, 1.2958579881656804, 2.235294117647059, 1.0628930817610063]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]"
128,2019-09-06,20190906HTKT0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.7218543046357615, 1.629139072847682, 1.8571428571428572, 1.0272108843537415]","[0, 1, 3.2238805970149254, 1.0597014925373134, 3.0714285714285716, 1.0634920634920635]","[0, 1, 2.229357798165138, 0.7981651376146789, 3.4444444444444446, 1.1354166666666667]","[1, 0, 3.8571428571428568, 1.4553571428571428, 1.56, 4.48]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 4.384615384615385, 1.5128205128205128, 1.3783783783783783, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.975429975429975, 1.5995085995085996, 1.2333333333333334, 5.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.511727078891258, 1.1385927505330489, 2.3, 6.253333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.606382978723404, 1.946808510638298, 0.7916666666666666, 1.0804597701149425]","[0, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 3.3550295857988166, 1.2958579881656804, 2.235294117647059, 1.0628930817610063]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]"
129,2019-09-08,20190908SKKT0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.7218543046357615, 1.629139072847682, 1.8571428571428572, 1.0272108843537415]","[0, 1, 3.176470588235294, 1.0735294117647058, 3.0714285714285716, 1.0625]","[0, 1, 2.150442477876106, 0.7964601769911505, 3.6666666666666665, 1.1414141414141414]","[0, 0, 3.8571428571428568, 1.4553571428571428, 1.56, 4.48]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.384615384615385, 1.5128205128205128, 1.3783783783783783, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.975429975429975, 1.5995085995085996, 1.2333333333333334, 5.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5702479338842976, 1.152892561983471, 2.185185185185185, 6.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.606382978723404, 1.946808510638298, 0.7916666666666666, 1.0804597701149425]","[0, 0, 3.9776785714285716, 1.2254464285714286, 4.578947368421052, 6.492753623188406]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.296511627906977, 1.2906976744186045, 2.2941176470588234, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]"
130,2019-09-10,20190910KTSS0,"[0, 0, 1.8243243243243243, 1.1756756756756757, 1.9090909090909092, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 1.6, 1.0555555555555556]","[0, 0, 4.59278350515464, 1.4381443298969072, 1.76, 3.2333333333333334]","[0, 0, 8.217391304347826, 2.0217391304347827, 0.9090909090909091, 1.2266666666666668]","[0, 0, 5.7218543046357615, 1.629139072847682, 1.8571428571428572, 1.0272108843537415]","[0, 0, 3.176470588235294, 1.0735294117647058, 3.0714285714285716, 1.0625]","[0, 0, 2.150442477876106, 0.7964601769911505, 3.6666666666666665, 1.1414141414141414]","[0, 0, 3.8571428571428568, 1.4553571428571428, 1.56, 4.48]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 4.384615384615385, 1.5128205128205128, 1.3783783783783783, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.4571428571428573, 1.125, 1.4583333333333333]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.975429975429975, 1.5995085995085996, 1.2333333333333334, 5.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5702479338842976, 1.152892561983471, 2.185185185185185, 6.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.606382978723404, 1.946808510638298, 0.7916666666666666, 1.0804597701149425]","[1, 0, 3.980769230769231, 1.2371794871794872, 4.090909090909091, 6.5]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 8.526315789473683, 1.2631578947368423, 0.0, 1.2666666666666666]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 3.2399999999999998, 1.2685714285714285, 2.3529411764705883, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]"
