,date,game_key,박시영,이경우,이지모,김원중,김성호,홍성민,박진형,이성민,박세웅,김유영,최영환,박한길,차재용,배제성,린드블럼,레일리,안태경,박종무,한승혁,김영일,김성재,김남길,강영식,정대현,이명우,이정민,윤길현,노경은,허준혁,손승락,배장호,이재곤,송승준,강승현,진명호
120,2016-09-06,20160906OBLT0,"[0, 1, 5.441860465116279, 1.4883720930232558, 2.2777777777777777, 1.4827586206896552]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.0, 0.7631578947368421]","[0, 0, 5.447368421052631, 1.5394736842105263, 1.725, 2.235294117647059]","[0, 0, 7.350785340314136, 1.931937172774869, 1.105263157894737, 2.053763440860215]","[0, 0, 5.696531791907515, 1.5867052023121389, 2.0727272727272728, 5.242424242424242]","[0, 1, 5.457446808510638, 1.723404255319149, 1.380952380952381, 0.8034188034188033]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.1, 4.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.827338129496402, 1.5971223021582734, 1.9206349206349207, 5.791666666666667]","[1, 0, 4.015086206896552, 1.3577586206896552, 2.8372093023255816, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.430939226519337, 1.4088397790055247, 2.7058823529411766, 1.1602564102564104]","[0, 0, 3.980769230769231, 1.3653846153846154, 2.5555555555555554, 1.04]","[0, 0, 5.862857142857143, 1.457142857142857, 1.32, 4.487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.814516129032258, 1.5, 1.0598290598290598]","[0, 1, 2.4545454545454546, 1.7727272727272727, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
121,2016-09-07,20160907OBLT0,"[0, 1, 5.2, 1.4444444444444444, 2.3333333333333335, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.0, 0.7631578947368421]","[0, 0, 5.447368421052631, 1.5394736842105263, 1.725, 2.235294117647059]","[0, 1, 7.438775510204081, 1.9285714285714286, 1.0769230769230769, 2.0416666666666665]","[0, 0, 5.696531791907515, 1.5867052023121389, 2.0727272727272728, 5.242424242424242]","[0, 0, 5.457446808510638, 1.723404255319149, 1.380952380952381, 0.8034188034188033]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.8461538461538463, 5.0, 1.7333333333333332]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.827338129496402, 1.5971223021582734, 1.9206349206349207, 5.791666666666667]","[0, 0, 4.015086206896552, 1.3577586206896552, 2.8372093023255816, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 0, 3.430939226519337, 1.4088397790055247, 2.7058823529411766, 1.1602564102564104]","[0, 0, 3.980769230769231, 1.3653846153846154, 2.5555555555555554, 1.04]","[1, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.814516129032258, 1.5, 1.0598290598290598]","[0, 1, 2.076923076923077, 1.6153846153846154, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
122,2016-09-08,20160908SSLT0,"[0, 0, 5.2, 1.4444444444444444, 2.3333333333333335, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.0, 0.7631578947368421]","[0, 0, 5.447368421052631, 1.5394736842105263, 1.725, 2.235294117647059]","[0, 0, 7.438775510204081, 1.9285714285714286, 1.0769230769230769, 2.0416666666666665]","[0, 0, 5.696531791907515, 1.5867052023121389, 2.0727272727272728, 5.242424242424242]","[0, 0, 5.457446808510638, 1.723404255319149, 1.380952380952381, 0.8034188034188033]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.8461538461538463, 5.0, 1.7333333333333332]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.622425629290618, 1.5720823798627004, 2.0, 5.826666666666666]","[0, 0, 4.015086206896552, 1.3577586206896552, 2.8372093023255816, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 0, 3.430939226519337, 1.4088397790055247, 2.7058823529411766, 1.1602564102564104]","[0, 1, 3.9056603773584904, 1.3584905660377358, 2.5555555555555554, 1.0392156862745099]","[0, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.251968503937007, 1.7716535433070866, 1.5909090909090908, 1.0583333333333333]","[0, 0, 2.076923076923077, 1.6153846153846154, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
123,2016-09-09,20160909SSLT0,"[0, 1, 5.478260869565218, 1.4782608695652173, 2.3157894736842106, 1.4838709677419355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.0, 0.7631578947368421]","[1, 0, 5.333333333333333, 1.5432098765432098, 1.6363636363636365, 2.3142857142857145]","[0, 0, 7.438775510204081, 1.9285714285714286, 1.0769230769230769, 2.0416666666666665]","[0, 0, 5.696531791907515, 1.5867052023121389, 2.0727272727272728, 5.242424242424242]","[0, 1, 5.74468085106383, 1.7553191489361704, 1.380952380952381, 0.7833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.8461538461538463, 5.0, 1.7333333333333332]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.622425629290618, 1.5720823798627004, 2.0, 5.826666666666666]","[0, 0, 4.015086206896552, 1.3577586206896552, 2.8372093023255816, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.580110497237569, 1.425414364640884, 2.7058823529411766, 1.1383647798742138]","[0, 1, 4.166666666666666, 1.4074074074074074, 2.4210526315789473, 1.0384615384615385]","[0, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.251968503937007, 1.7716535433070866, 1.5909090909090908, 1.0583333333333333]","[0, 1, 3.8571428571428568, 1.9285714285714284, 1.3333333333333333, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
124,2016-09-10,20160910LTLG0,"[0, 0, 5.478260869565218, 1.4782608695652173, 2.3157894736842106, 1.4838709677419355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.0, 0.7631578947368421]","[0, 0, 5.333333333333333, 1.5432098765432098, 1.6363636363636365, 2.3142857142857145]","[0, 1, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[1, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.74468085106383, 1.7553191489361704, 1.380952380952381, 0.7833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.622425629290618, 1.5720823798627004, 2.0, 5.826666666666666]","[0, 0, 4.015086206896552, 1.3577586206896552, 2.8372093023255816, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.5217391304347827, 1.4021739130434783, 2.764705882352941, 1.1358024691358024]","[0, 0, 4.166666666666666, 1.4074074074074074, 2.4210526315789473, 1.0384615384615385]","[0, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.251968503937007, 1.7716535433070866, 1.5909090909090908, 1.0583333333333333]","[0, 0, 3.8571428571428568, 1.9285714285714284, 1.3333333333333333, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
125,2016-09-11,20160911LTLG0,"[0, 1, 5.553191489361702, 1.4893617021276595, 2.1904761904761907, 1.46875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.5517241379310345, 2.0, 0.7435897435897436]","[0, 0, 5.333333333333333, 1.5432098765432098, 1.6363636363636365, 2.3142857142857145]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 1, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.622425629290618, 1.5720823798627004, 2.0, 5.826666666666666]","[1, 0, 3.99375, 1.36875, 2.9545454545454546, 6.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.4468085106382977, 1.3882978723404256, 2.8823529411764706, 1.1393939393939394]","[0, 1, 4.166666666666666, 1.4259259259259258, 2.4210526315789473, 1.0188679245283019]","[0, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.251968503937007, 1.7716535433070866, 1.5909090909090908, 1.0583333333333333]","[0, 1, 4.5, 1.9, 1.6666666666666667, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
126,2016-09-13,20160913LTKT0,"[0, 1, 5.664335664335664, 1.5314685314685315, 2.090909090909091, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.34065934065934, 1.5824175824175826, 1.75, 0.7583333333333333]","[0, 0, 5.333333333333333, 1.5432098765432098, 1.6363636363636365, 2.3142857142857145]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.423580786026201, 1.532751091703057, 1.9846153846153847, 5.871794871794871]","[0, 0, 3.99375, 1.36875, 2.9545454545454546, 6.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 0, 3.4468085106382977, 1.3882978723404256, 2.8823529411764706, 1.1393939393939394]","[0, 0, 4.166666666666666, 1.4259259259259258, 2.4210526315789473, 1.0188679245283019]","[0, 0, 5.455958549222798, 1.461139896373057, 1.2758620689655173, 4.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.251968503937007, 1.7716535433070866, 1.5909090909090908, 1.0583333333333333]","[0, 0, 4.5, 1.9, 1.6666666666666667, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
127,2016-09-14,20160914LTKT0,"[0, 0, 5.664335664335664, 1.5314685314685315, 2.090909090909091, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.34065934065934, 1.5824175824175826, 1.75, 0.7583333333333333]","[0, 0, 5.333333333333333, 1.5432098765432098, 1.6363636363636365, 2.3142857142857145]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.423580786026201, 1.532751091703057, 1.9846153846153847, 5.871794871794871]","[0, 0, 3.99375, 1.36875, 2.9545454545454546, 6.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.375, 1.375, 2.9411764705882355, 1.1428571428571428]","[0, 1, 4.745454545454545, 1.490909090909091, 2.35, 1.0185185185185186]","[1, 0, 5.841346153846154, 1.5, 1.2580645161290323, 4.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.361538461538462, 1.7769230769230768, 1.565217391304348, 1.056910569105691]","[0, 0, 4.5, 1.9, 1.6666666666666667, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
128,2016-09-15,20160915LTHH0,"[0, 1, 5.547945205479452, 1.541095890410959, 2.0, 1.4313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.5957446808510638, 1.8333333333333333, 0.7642276422764227]","[1, 0, 5.37890625, 1.58203125, 1.5416666666666667, 2.3703703703703702]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.423580786026201, 1.532751091703057, 1.9846153846153847, 5.871794871794871]","[0, 0, 3.99375, 1.36875, 2.9545454545454546, 6.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 0, 3.375, 1.375, 2.9411764705882355, 1.1428571428571428]","[0, 1, 4.850299401197605, 1.5089820359281438, 2.35, 1.012121212121212]","[0, 0, 5.841346153846154, 1.5, 1.2580645161290323, 4.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.361538461538462, 1.7769230769230768, 1.565217391304348, 1.056910569105691]","[0, 1, 4.21875, 1.875, 1.25, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
129,2016-09-16,20160916LTHH0,"[0, 1, 5.510204081632653, 1.530612244897959, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.859999999999999, 1.5299999999999998, 1.8461538461538463, 0.7936507936507937]","[0, 0, 5.37890625, 1.58203125, 1.5416666666666667, 2.3703703703703702]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 5.0, 1.6666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.423580786026201, 1.532751091703057, 1.9846153846153847, 5.871794871794871]","[1, 0, 4.306748466257669, 1.4049079754601228, 2.977777777777778, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 1, 3.2893401015228427, 1.3705583756345177, 3.0588235294117645, 1.152046783625731]","[0, 0, 4.850299401197605, 1.5089820359281438, 2.35, 1.012121212121212]","[0, 0, 5.841346153846154, 1.5, 1.2580645161290323, 4.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.23134328358209, 1.746268656716418, 1.6521739130434783, 1.0634920634920635]","[0, 1, 3.4615384615384612, 1.6153846153846154, 1.2, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
130,2016-09-18,20160918WOLT0,"[0, 1, 5.6938775510204085, 1.5714285714285714, 2.0, 1.3611111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.5299999999999998, 1.8461538461538463, 0.7936507936507937]","[0, 0, 5.37890625, 1.58203125, 1.5416666666666667, 2.3703703703703702]","[0, 0, 7.326633165829146, 1.9145728643216082, 1.1, 2.01010101010101]","[0, 0, 5.743093922651934, 1.5662983425414363, 2.107142857142857, 5.246376811594203]","[0, 0, 5.785714285714286, 1.7448979591836735, 1.3181818181818181, 0.7967479674796747]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.973684210526316, 1.5789473684210527, 2.3333333333333335, 1.8095238095238095]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.298538622129437, 1.5156576200417538, 2.0597014925373136, 5.91358024691358]","[0, 0, 4.306748466257669, 1.4049079754601228, 2.977777777777778, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.959183673469388, 2.0816326530612246, 0.5833333333333334, 0.7101449275362318]","[0, 0, 9.463917525773196, 1.7938144329896906, 1.3888888888888888, 0.7348484848484849]","[0, 0, 3.2893401015228427, 1.3705583756345177, 3.0588235294117645, 1.152046783625731]","[0, 0, 4.850299401197605, 1.5089820359281438, 2.35, 1.012121212121212]","[0, 0, 5.841346153846154, 1.5, 1.2580645161290323, 4.622222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.23134328358209, 1.746268656716418, 1.6521739130434783, 1.0634920634920635]","[0, 0, 3.4615384615384612, 1.6153846153846154, 1.2, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.550847457627118, 1.8813559322033897, 1.736842105263158, 4.37037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]"
